B19013_001E,B19013_001M,GEO_ID,NAME
Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars),id,Geographic Area Name
60851,4912,1400000US36047055000,"Census Tract 550, Kings County, New York"
89073,19311,1400000US36047055100,"Census Tract 551, Kings County, New York"
74395,11725,1400000US36047055200,"Census Tract 552, Kings County, New York"
120069,17183,1400000US36047055300,"Census Tract 553, Kings County, New York"
45257,8922,1400000US36047055400,"Census Tract 554, Kings County, New York"
143833,16556,1400000US36047055500,"Census Tract 555, Kings County, New York"
55995,9427,1400000US36047055600,"Census Tract 556, Kings County, New York"
92674,9498,1400000US36047055700,"Census Tract 557, Kings County, New York"
76797,13327,1400000US36047055800,"Census Tract 558, Kings County, New York"
50833,19283,1400000US36047056000,"Census Tract 560, Kings County, New York"
108750,13055,1400000US36047056100,"Census Tract 561, Kings County, New York"
88221,29279,1400000US36047056200,"Census Tract 562, Kings County, New York"
90948,21298,1400000US36047056300,"Census Tract 563, Kings County, New York"
82344,14960,1400000US36047056400,"Census Tract 564, Kings County, New York"
106157,11321,1400000US36047056500,"Census Tract 565, Kings County, New York"
83849,11014,1400000US36047056600,"Census Tract 566, Kings County, New York"
86250,10809,1400000US36047056800,"Census Tract 568, Kings County, New York"
128036,26044,1400000US36047056900,"Census Tract 569, Kings County, New York"
75761,15035,1400000US36047057000,"Census Tract 570, Kings County, New York"
85510,14734,1400000US36047057100,"Census Tract 571, Kings County, New York"
24958,12318,1400000US36047057200,"Census Tract 572, Kings County, New York"
102656,24164,1400000US36047057300,"Census Tract 573, Kings County, New York"
85673,13218,1400000US36047057400,"Census Tract 574, Kings County, New York"
87561,8821,1400000US36047057500,"Census Tract 575, Kings County, New York"
80625,14160,1400000US36047057600,"Census Tract 576, Kings County, New York"
47466,25310,1400000US36047057800,"Census Tract 578, Kings County, New York"
93750,19501,1400000US36047057900,"Census Tract 579, Kings County, New York"
61184,22403,1400000US36047058000,"Census Tract 580, Kings County, New York"
52644,16289,1400000US36047058200,"Census Tract 582, Kings County, New York"
68487,24827,1400000US36047058400,"Census Tract 584, Kings County, New York"
71758,14186,1400000US36047058600,"Census Tract 586, Kings County, New York"
68125,19506,1400000US36047058800,"Census Tract 588, Kings County, New York"
85500,22226,1400000US36047058900,"Census Tract 589, Kings County, New York"
69250,14424,1400000US36047059000,"Census Tract 590, Kings County, New York"
108447,22396,1400000US36047059100,"Census Tract 591, Kings County, New York"
53177,13345,1400000US36047059200,"Census Tract 592, Kings County, New York"
81319,11429,1400000US36047059300,"Census Tract 593, Kings County, New York"
61283,10838,1400000US36047059401,"Census Tract 594.01, Kings County, New York"
97500,11813,1400000US36047059402,"Census Tract 594.02, Kings County, New York"
47273,13620,1400000US36047059600,"Census Tract 596, Kings County, New York"
75612,11331,1400000US36047059800,"Census Tract 598, Kings County, New York"
72342,9097,1400000US36047060000,"Census Tract 600, Kings County, New York"
62000,8216,1400000US36047060600,"Census Tract 606, Kings County, New York"
54360,11726,1400000US36047060800,"Census Tract 608, Kings County, New York"
76378,18122,1400000US36047061002,"Census Tract 610.02, Kings County, New York"
50887,11003,1400000US36047061003,"Census Tract 610.03, Kings County, New York"
34432,9646,1400000US36047061004,"Census Tract 610.04, Kings County, New York"
92143,51748,1400000US36047061200,"Census Tract 612, Kings County, New York"
110170,16384,1400000US36047061600,"Census Tract 616, Kings County, New York"
123500,22661,1400000US36047062000,"Census Tract 620, Kings County, New York"
74290,17086,1400000US36047062200,"Census Tract 622, Kings County, New York"
58102,9921,1400000US36047062600,"Census Tract 626, Kings County, New York"
84091,20327,1400000US36047062800,"Census Tract 628, Kings County, New York"
68182,16167,1400000US36047063200,"Census Tract 632, Kings County, New York"
109479,19800,1400000US36047063600,"Census Tract 636, Kings County, New York"
103438,19446,1400000US36047063800,"Census Tract 638, Kings County, New York"
120885,17137,1400000US36047064000,"Census Tract 640, Kings County, New York"
73583,17831,1400000US36047064200,"Census Tract 642, Kings County, New York"
89250,18924,1400000US36047064400,"Census Tract 644, Kings County, New York"
95391,13931,1400000US36047064600,"Census Tract 646, Kings County, New York"
108438,33969,1400000US36047064800,"Census Tract 648, Kings County, New York"
81875,12970,1400000US36047065000,"Census Tract 650, Kings County, New York"
93050,21439,1400000US36047065200,"Census Tract 652, Kings County, New York"
97250,7123,1400000US36047065400,"Census Tract 654, Kings County, New York"
86897,9758,1400000US36047065600,"Census Tract 656, Kings County, New York"
97188,23866,1400000US36047065800,"Census Tract 658, Kings County, New York"
124821,24055,1400000US36047066000,"Census Tract 660, Kings County, New York"
88490,11674,1400000US36047066200,"Census Tract 662, Kings County, New York"
-,**,1400000US36047066600,"Census Tract 666, Kings County, New York"
81250,14920,1400000US36047067000,"Census Tract 670, Kings County, New York"
84438,29444,1400000US36047067200,"Census Tract 672, Kings County, New York"
100139,22486,1400000US36047067400,"Census Tract 674, Kings County, New York"
86129,7241,1400000US36047067600,"Census Tract 676, Kings County, New York"
96275,8030,1400000US36047067800,"Census Tract 678, Kings County, New York"
85769,39966,1400000US36047068000,"Census Tract 680, Kings County, New York"
124306,18579,1400000US36047068200,"Census Tract 682, Kings County, New York"
69167,25549,1400000US36047068600,"Census Tract 686, Kings County, New York"
84276,19716,1400000US36047068800,"Census Tract 688, Kings County, New York"
84856,14586,1400000US36047069000,"Census Tract 690, Kings County, New York"
118065,8240,1400000US36047069200,"Census Tract 692, Kings County, New York"
81106,19685,1400000US36047069601,"Census Tract 696.01, Kings County, New York"
77682,11474,1400000US36047069602,"Census Tract 696.02, Kings County, New York"
104141,24691,1400000US36047069800,"Census Tract 698, Kings County, New York"
92778,19572,1400000US36047070000,"Census Tract 700, Kings County, New York"
108669,22589,1400000US36047070201,"Census Tract 702.01, Kings County, New York"
-,**,1400000US36047070202,"Census Tract 702.02, Kings County, New York"
-,**,1400000US36047070203,"Census Tract 702.03, Kings County, New York"
112557,23480,1400000US36047070600,"Census Tract 706, Kings County, New York"
78214,17303,1400000US36047072000,"Census Tract 720, Kings County, New York"
67401,15954,1400000US36047072200,"Census Tract 722, Kings County, New York"
76618,13597,1400000US36047072400,"Census Tract 724, Kings County, New York"
86500,6653,1400000US36047072600,"Census Tract 726, Kings County, New York"
80082,22314,1400000US36047072800,"Census Tract 728, Kings County, New York"
91477,19902,1400000US36047073000,"Census Tract 730, Kings County, New York"
70000,23254,1400000US36047073200,"Census Tract 732, Kings County, New York"
84750,14097,1400000US36047073400,"Census Tract 734, Kings County, New York"
75153,21563,1400000US36047073600,"Census Tract 736, Kings County, New York"
65417,11580,1400000US36047073800,"Census Tract 738, Kings County, New York"
71250,25054,1400000US36047074000,"Census Tract 740, Kings County, New York"
62000,14959,1400000US36047074200,"Census Tract 742, Kings County, New York"
119375,32607,1400000US36047074400,"Census Tract 744, Kings County, New York"
85417,19489,1400000US36047074600,"Census Tract 746, Kings County, New York"
89917,21148,1400000US36047074800,"Census Tract 748, Kings County, New York"
77433,8213,1400000US36047075000,"Census Tract 750, Kings County, New York"
165263,10377,1400000US36047075200,"Census Tract 752, Kings County, New York"
115139,22240,1400000US36047075400,"Census Tract 754, Kings County, New York"
110250,30422,1400000US36047075600,"Census Tract 756, Kings County, New York"
86250,24089,1400000US36047075800,"Census Tract 758, Kings County, New York"
67875,32872,1400000US36047076000,"Census Tract 760, Kings County, New York"
54571,18126,1400000US36047076200,"Census Tract 762, Kings County, New York"
61250,10033,1400000US36047076400,"Census Tract 764, Kings County, New York"
70156,15265,1400000US36047076600,"Census Tract 766, Kings County, New York"
51146,12667,1400000US36047076800,"Census Tract 768, Kings County, New York"
59231,16908,1400000US36047077000,"Census Tract 770, Kings County, New York"
64205,13001,1400000US36047077200,"Census Tract 772, Kings County, New York"
71929,10068,1400000US36047077400,"Census Tract 774, Kings County, New York"
72568,9304,1400000US36047077600,"Census Tract 776, Kings County, New York"
82273,13832,1400000US36047078000,"Census Tract 780, Kings County, New York"
65294,15519,1400000US36047078200,"Census Tract 782, Kings County, New York"
76417,17131,1400000US36047078400,"Census Tract 784, Kings County, New York"
56781,6306,1400000US36047078600,"Census Tract 786, Kings County, New York"
46833,13627,1400000US36047078800,"Census Tract 788, Kings County, New York"
61201,9650,1400000US36047079000,"Census Tract 790, Kings County, New York"
62011,12020,1400000US36047079200,"Census Tract 792, Kings County, New York"
43250,12019,1400000US36047079400,"Census Tract 794, Kings County, New York"
62775,14276,1400000US36047079601,"Census Tract 796.01, Kings County, New York"
65714,13867,1400000US36047079602,"Census Tract 796.02, Kings County, New York"
76838,19553,1400000US36047079801,"Census Tract 798.01, Kings County, New York"
70769,11235,1400000US36047079802,"Census Tract 798.02, Kings County, New York"
83750,25687,1400000US36047080000,"Census Tract 800, Kings County, New York"
62050,9076,1400000US36047080200,"Census Tract 802, Kings County, New York"
53512,13138,1400000US36047080400,"Census Tract 804, Kings County, New York"
56339,19616,1400000US36047080600,"Census Tract 806, Kings County, New York"
11167,1483,1400000US36047080800,"Census Tract 808, Kings County, New York"
57500,12312,1400000US36047081000,"Census Tract 810, Kings County, New York"
43962,8566,1400000US36047081400,"Census Tract 814, Kings County, New York"
42938,8912,1400000US36047081600,"Census Tract 816, Kings County, New York"
74375,15649,1400000US36047081800,"Census Tract 818, Kings County, New York"
46992,11271,1400000US36047082000,"Census Tract 820, Kings County, New York"
51197,14167,1400000US36047082200,"Census Tract 822, Kings County, New York"
59470,19693,1400000US36047082400,"Census Tract 824, Kings County, New York"
55000,14616,1400000US36047082600,"Census Tract 826, Kings County, New York"
55850,9964,1400000US36047082800,"Census Tract 828, Kings County, New York"
52083,3066,1400000US36047083000,"Census Tract 830, Kings County, New York"
65406,5868,1400000US36047083200,"Census Tract 832, Kings County, New York"
53578,8511,1400000US36047083400,"Census Tract 834, Kings County, New York"
68603,12838,1400000US36047083600,"Census Tract 836, Kings County, New York"
77549,28081,1400000US36047083800,"Census Tract 838, Kings County, New York"
60625,32865,1400000US36047084000,"Census Tract 840, Kings County, New York"
54153,15882,1400000US36047084600,"Census Tract 846, Kings County, New York"
78125,12082,1400000US36047084800,"Census Tract 848, Kings County, New York"
66333,29126,1400000US36047085000,"Census Tract 850, Kings County, New York"
-,**,1400000US36047085200,"Census Tract 852, Kings County, New York"
59531,7466,1400000US36047085400,"Census Tract 854, Kings County, New York"
61957,10518,1400000US36047085600,"Census Tract 856, Kings County, New York"
61721,4004,1400000US36047085800,"Census Tract 858, Kings County, New York"
63241,21351,1400000US36047086000,"Census Tract 860, Kings County, New York"
46250,9821,1400000US36047086200,"Census Tract 862, Kings County, New York"
49265,13021,1400000US36047086400,"Census Tract 864, Kings County, New York"
53032,11625,1400000US36047086600,"Census Tract 866, Kings County, New York"
46318,17589,1400000US36047086800,"Census Tract 868, Kings County, New York"
43952,10458,1400000US36047087000,"Census Tract 870, Kings County, New York"
55902,13087,1400000US36047087200,"Census Tract 872, Kings County, New York"
44250,19181,1400000US36047087401,"Census Tract 874.01, Kings County, New York"
43625,9228,1400000US36047087600,"Census Tract 876, Kings County, New York"
43721,9152,1400000US36047087800,"Census Tract 878, Kings County, New York"
49000,17393,1400000US36047088000,"Census Tract 880, Kings County, New York"
44623,11752,1400000US36047088200,"Census Tract 882, Kings County, New York"
48664,8204,1400000US36047088400,"Census Tract 884, Kings County, New York"
35196,13508,1400000US36047088600,"Census Tract 886, Kings County, New York"
60435,18738,1400000US36047088800,"Census Tract 888, Kings County, New York"
37746,12158,1400000US36047089000,"Census Tract 890, Kings County, New York"
27217,6757,1400000US36047089200,"Census Tract 892, Kings County, New York"
43795,3704,1400000US36047089400,"Census Tract 894, Kings County, New York"
37955,12559,1400000US36047089600,"Census Tract 896, Kings County, New York"
52206,22734,1400000US36047089800,"Census Tract 898, Kings County, New York"
23685,6199,1400000US36047090000,"Census Tract 900, Kings County, New York"
36583,13462,1400000US36047090200,"Census Tract 902, Kings County, New York"
15017,6759,1400000US36047090600,"Census Tract 906, Kings County, New York"
9740,1555,1400000US36047090800,"Census Tract 908, Kings County, New York"
11585,1229,1400000US36047091000,"Census Tract 910, Kings County, New York"
15256,3227,1400000US36047091200,"Census Tract 912, Kings County, New York"
18320,5227,1400000US36047091600,"Census Tract 916, Kings County, New York"
19634,8504,1400000US36047091800,"Census Tract 918, Kings County, New York"
28424,10764,1400000US36047092000,"Census Tract 920, Kings County, New York"
42949,21990,1400000US36047092200,"Census Tract 922, Kings County, New York"
28509,5335,1400000US36047092400,"Census Tract 924, Kings County, New York"
58171,13331,1400000US36047092800,"Census Tract 928, Kings County, New York"
75489,11604,1400000US36047093000,"Census Tract 930, Kings County, New York"
66250,26254,1400000US36047093200,"Census Tract 932, Kings County, New York"
72727,15529,1400000US36047093400,"Census Tract 934, Kings County, New York"
63929,12797,1400000US36047093600,"Census Tract 936, Kings County, New York"
75357,11912,1400000US36047093800,"Census Tract 938, Kings County, New York"
82986,17433,1400000US36047094401,"Census Tract 944.01, Kings County, New York"
23920,6197,1400000US36047094402,"Census Tract 944.02, Kings County, New York"
66750,31044,1400000US36047094600,"Census Tract 946, Kings County, New York"
79345,17378,1400000US36047095000,"Census Tract 950, Kings County, New York"
78386,8907,1400000US36047095400,"Census Tract 954, Kings County, New York"
67500,12134,1400000US36047095600,"Census Tract 956, Kings County, New York"
61128,11335,1400000US36047095800,"Census Tract 958, Kings County, New York"
-,**,1400000US36047096000,"Census Tract 960, Kings County, New York"
67024,21298,1400000US36047096200,"Census Tract 962, Kings County, New York"
64833,21501,1400000US36047096400,"Census Tract 964, Kings County, New York"
67667,15209,1400000US36047096600,"Census Tract 966, Kings County, New York"
93347,26061,1400000US36047096800,"Census Tract 968, Kings County, New York"
85221,19677,1400000US36047097000,"Census Tract 970, Kings County, New York"
64099,2941,1400000US36047097400,"Census Tract 974, Kings County, New York"
20751,1998,1400000US36047098200,"Census Tract 982, Kings County, New York"
71875,11019,1400000US36047098400,"Census Tract 984, Kings County, New York"
73654,11854,1400000US36047098600,"Census Tract 986, Kings County, New York"
75339,11248,1400000US36047098800,"Census Tract 988, Kings County, New York"
91964,28150,1400000US36047099000,"Census Tract 990, Kings County, New York"
89423,12751,1400000US36047099200,"Census Tract 992, Kings County, New York"
80259,11064,1400000US36047099400,"Census Tract 994, Kings County, New York"
70093,20301,1400000US36047099600,"Census Tract 996, Kings County, New York"
77066,27851,1400000US36047099800,"Census Tract 998, Kings County, New York"
57813,15761,1400000US36047100400,"Census Tract 1004, Kings County, New York"
77241,22284,1400000US36047100600,"Census Tract 1006, Kings County, New York"
73889,10828,1400000US36047100800,"Census Tract 1008, Kings County, New York"
78583,24344,1400000US36047101000,"Census Tract 1010, Kings County, New York"
64569,16018,1400000US36047101200,"Census Tract 1012, Kings County, New York"
85250,17365,1400000US36047101400,"Census Tract 1014, Kings County, New York"
100391,24509,1400000US36047101600,"Census Tract 1016, Kings County, New York"
84850,14447,1400000US36047101800,"Census Tract 1018, Kings County, New York"
104148,25425,1400000US36047102000,"Census Tract 1020, Kings County, New York"
87604,23585,1400000US36047102200,"Census Tract 1022, Kings County, New York"
96875,21572,1400000US36047102400,"Census Tract 1024, Kings County, New York"
103229,13210,1400000US36047102600,"Census Tract 1026, Kings County, New York"
95486,16765,1400000US36047102800,"Census Tract 1028, Kings County, New York"
25691,7517,1400000US36047103400,"Census Tract 1034, Kings County, New York"
26112,5852,1400000US36047105801,"Census Tract 1058.01, Kings County, New York"
32292,5209,1400000US36047105804,"Census Tract 1058.04, Kings County, New York"
51549,13506,1400000US36047107000,"Census Tract 1070, Kings County, New York"
63411,9984,1400000US36047107800,"Census Tract 1078, Kings County, New York"
49440,17751,1400000US36047109800,"Census Tract 1098, Kings County, New York"
36630,8751,1400000US36047110400,"Census Tract 1104, Kings County, New York"
19973,6157,1400000US36047110600,"Census Tract 1106, Kings County, New York"
21060,6317,1400000US36047111000,"Census Tract 1110, Kings County, New York"
34413,17435,1400000US36047111600,"Census Tract 1116, Kings County, New York"
39390,7435,1400000US36047111800,"Census Tract 1118, Kings County, New York"
36447,21520,1400000US36047112000,"Census Tract 1120, Kings County, New York"
41442,16882,1400000US36047112200,"Census Tract 1122, Kings County, New York"
45213,23596,1400000US36047112400,"Census Tract 1124, Kings County, New York"
28149,16147,1400000US36047112600,"Census Tract 1126, Kings County, New York"
35398,15652,1400000US36047112800,"Census Tract 1128, Kings County, New York"
44872,8671,1400000US36047113000,"Census Tract 1130, Kings County, New York"
59000,13686,1400000US36047113200,"Census Tract 1132, Kings County, New York"
25469,11119,1400000US36047113400,"Census Tract 1134, Kings County, New York"
-,**,1400000US36047114201,"Census Tract 1142.01, Kings County, New York"
67500,13386,1400000US36047114202,"Census Tract 1142.02, Kings County, New York"
53646,18140,1400000US36047114400,"Census Tract 1144, Kings County, New York"
35109,13307,1400000US36047114600,"Census Tract 1146, Kings County, New York"
45143,12947,1400000US36047115000,"Census Tract 1150, Kings County, New York"
40884,12272,1400000US36047115200,"Census Tract 1152, Kings County, New York"
21301,4211,1400000US36047115600,"Census Tract 1156, Kings County, New York"
35495,10418,1400000US36047115800,"Census Tract 1158, Kings County, New York"
37600,7750,1400000US36047116000,"Census Tract 1160, Kings County, New York"
41618,6137,1400000US36047116200,"Census Tract 1162, Kings County, New York"
50853,4064,1400000US36047116400,"Census Tract 1164, Kings County, New York"
58750,13714,1400000US36047116600,"Census Tract 1166, Kings County, New York"
62375,10660,1400000US36047116800,"Census Tract 1168, Kings County, New York"
42411,12370,1400000US36047117000,"Census Tract 1170, Kings County, New York"
62750,13167,1400000US36047117201,"Census Tract 1172.01, Kings County, New York"
49615,9285,1400000US36047117202,"Census Tract 1172.02, Kings County, New York"
64149,7609,1400000US36047117400,"Census Tract 1174, Kings County, New York"
51583,6136,1400000US36047117601,"Census Tract 1176.01, Kings County, New York"
45457,5939,1400000US36047117602,"Census Tract 1176.02, Kings County, New York"
45417,18283,1400000US36047117800,"Census Tract 1178, Kings County, New York"
-,**,1400000US36047118000,"Census Tract 1180, Kings County, New York"
64094,12149,1400000US36047118201,"Census Tract 1182.01, Kings County, New York"
57500,18180,1400000US36047118202,"Census Tract 1182.02, Kings County, New York"
58703,10148,1400000US36047118400,"Census Tract 1184, Kings County, New York"
64132,10933,1400000US36047118600,"Census Tract 1186, Kings County, New York"
51190,13520,1400000US36047118800,"Census Tract 1188, Kings County, New York"
44821,19342,1400000US36047119000,"Census Tract 1190, Kings County, New York"
48000,34804,1400000US36047119200,"Census Tract 1192, Kings County, New York"
44444,9973,1400000US36047119400,"Census Tract 1194, Kings County, New York"
39838,3564,1400000US36047119600,"Census Tract 1196, Kings County, New York"
37025,6423,1400000US36047119800,"Census Tract 1198, Kings County, New York"
47566,20403,1400000US36047120000,"Census Tract 1200, Kings County, New York"
32321,10581,1400000US36047120200,"Census Tract 1202, Kings County, New York"
39002,4683,1400000US36047120800,"Census Tract 1208, Kings County, New York"
15833,5367,1400000US36047121000,"Census Tract 1210, Kings County, New York"
18457,6642,1400000US36047121400,"Census Tract 1214, Kings County, New York"
39674,6620,1400000US36047122000,"Census Tract 1220, Kings County, New York"
47798,9623,1400000US36047123700,"Census Tract 1237, Kings County, New York"
117639,19128,1400000US36047150200,"Census Tract 1502, Kings County, New York"
135982,20941,1400000US36047152200,"Census Tract 1522, Kings County, New York"
-,**,1400000US36047990100,"Census Tract 9901, Kings County, New York"
-,**,1400000US36061000100,"Census Tract 1, New York County, New York"
29500,10374,1400000US36061000201,"Census Tract 2.01, New York County, New York"
35466,13146,1400000US36061000202,"Census Tract 2.02, New York County, New York"
-,**,1400000US36061000500,"Census Tract 5, New York County, New York"
16600,2685,1400000US36061000600,"Census Tract 6, New York County, New York"
184609,13470,1400000US36061000700,"Census Tract 7, New York County, New York"
33487,5714,1400000US36061000800,"Census Tract 8, New York County, New York"
206750,28539,1400000US36061000900,"Census Tract 9, New York County, New York"
81250,15924,1400000US36061001001,"Census Tract 10.01, New York County, New York"
23230,7807,1400000US36061001002,"Census Tract 10.02, New York County, New York"
53669,11718,1400000US36061001200,"Census Tract 12, New York County, New York"
171173,23038,1400000US36061001300,"Census Tract 13, New York County, New York"
103750,36546,1400000US36061001401,"Census Tract 14.01, New York County, New York"
27355,10217,1400000US36061001402,"Census Tract 14.02, New York County, New York"
101037,21331,1400000US36061001501,"Census Tract 15.01, New York County, New York"
162158,19371,1400000US36061001502,"Census Tract 15.02, New York County, New York"
46729,12146,1400000US36061001600,"Census Tract 16, New York County, New York"
50568,16095,1400000US36061001800,"Census Tract 18, New York County, New York"
16653,2307,1400000US36061002000,"Census Tract 20, New York County, New York"
"250,000+",***,1400000US36061002100,"Census Tract 21, New York County, New York"
30703,9017,1400000US36061002201,"Census Tract 22.01, New York County, New York"
92917,37935,1400000US36061002202,"Census Tract 22.02, New York County, New York"
14144,3635,1400000US36061002400,"Census Tract 24, New York County, New York"
20868,3017,1400000US36061002500,"Census Tract 25, New York County, New York"
45410,7977,1400000US36061002601,"Census Tract 26.01, New York County, New York"
76028,19622,1400000US36061002602,"Census Tract 26.02, New York County, New York"
62083,45666,1400000US36061002700,"Census Tract 27, New York County, New York"
44199,8165,1400000US36061002800,"Census Tract 28, New York County, New York"
27908,5281,1400000US36061002900,"Census Tract 29, New York County, New York"
70057,23517,1400000US36061003001,"Census Tract 30.01, New York County, New York"
63750,14732,1400000US36061003002,"Census Tract 30.02, New York County, New York"
166786,35496,1400000US36061003100,"Census Tract 31, New York County, New York"
66648,21056,1400000US36061003200,"Census Tract 32, New York County, New York"
223438,89363,1400000US36061003300,"Census Tract 33, New York County, New York"
81541,8702,1400000US36061003400,"Census Tract 34, New York County, New York"
46500,9157,1400000US36061003601,"Census Tract 36.01, New York County, New York"
88594,10923,1400000US36061003602,"Census Tract 36.02, New York County, New York"
159514,32812,1400000US36061003700,"Census Tract 37, New York County, New York"
67036,10232,1400000US36061003800,"Census Tract 38, New York County, New York"
207064,32533,1400000US36061003900,"Census Tract 39, New York County, New York"
87574,22606,1400000US36061004000,"Census Tract 40, New York County, New York"
85000,18618,1400000US36061004100,"Census Tract 41, New York County, New York"
148839,35151,1400000US36061004200,"Census Tract 42, New York County, New York"
74877,15140,1400000US36061004300,"Census Tract 43, New York County, New York"
104520,15132,1400000US36061004400,"Census Tract 44, New York County, New York"
107708,67209,1400000US36061004500,"Census Tract 45, New York County, New York"
123707,29586,1400000US36061004700,"Census Tract 47, New York County, New York"
147500,32010,1400000US36061004800,"Census Tract 48, New York County, New York"
96287,25029,1400000US36061004900,"Census Tract 49, New York County, New York"
130938,39763,1400000US36061005000,"Census Tract 50, New York County, New York"
166094,35827,1400000US36061005200,"Census Tract 52, New York County, New York"
173309,24963,1400000US36061005400,"Census Tract 54, New York County, New York"
161004,26462,1400000US36061005501,"Census Tract 55.01, New York County, New York"
126332,20287,1400000US36061005502,"Census Tract 55.02, New York County, New York"
145000,30575,1400000US36061005600,"Census Tract 56, New York County, New York"
183810,27382,1400000US36061005700,"Census Tract 57, New York County, New York"
207708,40229,1400000US36061005800,"Census Tract 58, New York County, New York"
127917,33350,1400000US36061005900,"Census Tract 59, New York County, New York"
169778,42640,1400000US36061006000,"Census Tract 60, New York County, New York"
210726,46690,1400000US36061006100,"Census Tract 61, New York County, New York"
87500,22113,1400000US36061006200,"Census Tract 62, New York County, New York"
156975,29422,1400000US36061006300,"Census Tract 63, New York County, New York"
111074,17059,1400000US36061006400,"Census Tract 64, New York County, New York"
106944,12367,1400000US36061006500,"Census Tract 65, New York County, New York"
80797,17926,1400000US36061006600,"Census Tract 66, New York County, New York"
107908,17740,1400000US36061006700,"Census Tract 67, New York County, New York"
128491,16683,1400000US36061006800,"Census Tract 68, New York County, New York"
"250,000+",***,1400000US36061006900,"Census Tract 69, New York County, New York"
109470,15760,1400000US36061007000,"Census Tract 70, New York County, New York"
160614,20867,1400000US36061007100,"Census Tract 71, New York County, New York"
123066,24087,1400000US36061007200,"Census Tract 72, New York County, New York"
119926,32050,1400000US36061007300,"Census Tract 73, New York County, New York"
156964,35280,1400000US36061007400,"Census Tract 74, New York County, New York"
137449,16934,1400000US36061007500,"Census Tract 75, New York County, New York"
100809,22767,1400000US36061007600,"Census Tract 76, New York County, New York"
139815,30566,1400000US36061007700,"Census Tract 77, New York County, New York"
133778,23157,1400000US36061007800,"Census Tract 78, New York County, New York"
92788,26521,1400000US36061007900,"Census Tract 79, New York County, New York"
133960,20539,1400000US36061008000,"Census Tract 80, New York County, New York"
137070,17893,1400000US36061008100,"Census Tract 81, New York County, New York"
141141,28918,1400000US36061008200,"Census Tract 82, New York County, New York"
80221,31663,1400000US36061008300,"Census Tract 83, New York County, New York"
158750,19256,1400000US36061008400,"Census Tract 84, New York County, New York"
158125,38705,1400000US36061008601,"Census Tract 86.01, New York County, New York"
-,**,1400000US36061008602,"Census Tract 86.02, New York County, New York"
170781,36548,1400000US36061008603,"Census Tract 86.03, New York County, New York"
177188,30039,1400000US36061008700,"Census Tract 87, New York County, New York"
126788,16547,1400000US36061008800,"Census Tract 88, New York County, New York"
106207,42168,1400000US36061008900,"Census Tract 89, New York County, New York"
135734,16103,1400000US36061009000,"Census Tract 90, New York County, New York"
150349,48467,1400000US36061009100,"Census Tract 91, New York County, New York"
138971,33725,1400000US36061009200,"Census Tract 92, New York County, New York"
76933,23762,1400000US36061009300,"Census Tract 93, New York County, New York"
150893,86284,1400000US36061009400,"Census Tract 94, New York County, New York"
153264,29105,1400000US36061009500,"Census Tract 95, New York County, New York"
130500,57294,1400000US36061009600,"Census Tract 96, New York County, New York"
61534,16429,1400000US36061009700,"Census Tract 97, New York County, New York"
129167,29751,1400000US36061009800,"Census Tract 98, New York County, New York"
141672,21646,1400000US36061009900,"Census Tract 99, New York County, New York"
95879,12107,1400000US36061010000,"Census Tract 100, New York County, New York"
133409,30989,1400000US36061010100,"Census Tract 101, New York County, New York"
-,**,1400000US36061010200,"Census Tract 102, New York County, New York"
96071,18094,1400000US36061010300,"Census Tract 103, New York County, New York"
125882,22601,1400000US36061010400,"Census Tract 104, New York County, New York"
173898,41929,1400000US36061010601,"Census Tract 106.01, New York County, New York"
166513,45097,1400000US36061010602,"Census Tract 106.02, New York County, New York"
163854,25592,1400000US36061010800,"Census Tract 108, New York County, New York"
167750,43644,1400000US36061010900,"Census Tract 109, New York County, New York"
149583,29277,1400000US36061011000,"Census Tract 110, New York County, New York"
112917,12940,1400000US36061011100,"Census Tract 111, New York County, New York"
119750,37640,1400000US36061011201,"Census Tract 112.01, New York County, New York"
141563,32441,1400000US36061011202,"Census Tract 112.02, New York County, New York"
159792,38564,1400000US36061011203,"Census Tract 112.03, New York County, New York"
95313,27446,1400000US36061011300,"Census Tract 113, New York County, New York"
"250,000+",***,1400000US36061011401,"Census Tract 114.01, New York County, New York"
152171,26152,1400000US36061011402,"Census Tract 114.02, New York County, New York"
110845,10620,1400000US36061011500,"Census Tract 115, New York County, New York"
92426,28976,1400000US36061011600,"Census Tract 116, New York County, New York"
159671,41270,1400000US36061011700,"Census Tract 117, New York County, New York"
141667,26894,1400000US36061011800,"Census Tract 118, New York County, New York"
17568,5114,1400000US36061011900,"Census Tract 119, New York County, New York"
199201,24220,1400000US36061012000,"Census Tract 120, New York County, New York"
62209,9189,1400000US36061012100,"Census Tract 121, New York County, New York"
211705,82807,1400000US36061012200,"Census Tract 122, New York County, New York"
128415,22178,1400000US36061012400,"Census Tract 124, New York County, New York"
120240,28896,1400000US36061012500,"Census Tract 125, New York County, New York"
101494,18538,1400000US36061012600,"Census Tract 126, New York County, New York"
91143,8192,1400000US36061012700,"Census Tract 127, New York County, New York"
174167,43650,1400000US36061012800,"Census Tract 128, New York County, New York"
99798,13986,1400000US36061012900,"Census Tract 129, New York County, New York"
