B19013_001E,B19013_001M,GEO_ID,NAME
Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars),id,Geographic Area Name
40574,15873,1400000US36047007200,"Census Tract 72, Kings County, New York"
33934,31566,1400000US36047007400,"Census Tract 74, Kings County, New York"
138188,35160,1400000US36047007500,"Census Tract 75, Kings County, New York"
42950,8110,1400000US36047007600,"Census Tract 76, Kings County, New York"
151307,21273,1400000US36047007700,"Census Tract 77, Kings County, New York"
43792,8758,1400000US36047007800,"Census Tract 78, Kings County, New York"
64225,14642,1400000US36047008000,"Census Tract 80, Kings County, New York"
41831,7089,1400000US36047008200,"Census Tract 82, Kings County, New York"
53304,12108,1400000US36047008400,"Census Tract 84, Kings County, New York"
15283,3952,1400000US36047008500,"Census Tract 85, Kings County, New York"
-,**,1400000US36047008600,"Census Tract 86, Kings County, New York"
64091,16529,1400000US36047008800,"Census Tract 88, Kings County, New York"
47197,12783,1400000US36047009000,"Census Tract 90, Kings County, New York"
46622,6149,1400000US36047009200,"Census Tract 92, Kings County, New York"
51042,7972,1400000US36047009400,"Census Tract 94, Kings County, New York"
44671,8900,1400000US36047009600,"Census Tract 96, Kings County, New York"
46250,7124,1400000US36047009800,"Census Tract 98, Kings County, New York"
56512,8997,1400000US36047010000,"Census Tract 100, Kings County, New York"
75707,13656,1400000US36047010100,"Census Tract 101, Kings County, New York"
56082,5193,1400000US36047010200,"Census Tract 102, Kings County, New York"
44288,10242,1400000US36047010400,"Census Tract 104, Kings County, New York"
49702,15383,1400000US36047010600,"Census Tract 106, Kings County, New York"
45082,9335,1400000US36047010800,"Census Tract 108, Kings County, New York"
61042,12028,1400000US36047011000,"Census Tract 110, Kings County, New York"
33673,8631,1400000US36047011200,"Census Tract 112, Kings County, New York"
47306,8237,1400000US36047011400,"Census Tract 114, Kings County, New York"
40640,9363,1400000US36047011600,"Census Tract 116, Kings County, New York"
101628,9816,1400000US36047011700,"Census Tract 117, Kings County, New York"
54236,5620,1400000US36047011800,"Census Tract 118, Kings County, New York"
93854,16761,1400000US36047011900,"Census Tract 119, Kings County, New York"
50833,32285,1400000US36047012000,"Census Tract 120, Kings County, New York"
98906,25571,1400000US36047012100,"Census Tract 121, Kings County, New York"
50384,3635,1400000US36047012200,"Census Tract 122, Kings County, New York"
53621,7491,1400000US36047012600,"Census Tract 126, Kings County, New York"
55145,16002,1400000US36047012700,"Census Tract 127, Kings County, New York"
38580,8357,1400000US36047012801,"Census Tract 128.01, Kings County, New York"
119875,41836,1400000US36047012901,"Census Tract 129.01, Kings County, New York"
127159,16687,1400000US36047012902,"Census Tract 129.02, Kings County, New York"
77166,7985,1400000US36047013000,"Census Tract 130, Kings County, New York"
147969,14762,1400000US36047013100,"Census Tract 131, Kings County, New York"
55865,12285,1400000US36047013200,"Census Tract 132, Kings County, New York"
192813,30709,1400000US36047013300,"Census Tract 133, Kings County, New York"
81774,20936,1400000US36047013400,"Census Tract 134, Kings County, New York"
156027,30901,1400000US36047013500,"Census Tract 135, Kings County, New York"
86165,18359,1400000US36047013600,"Census Tract 136, Kings County, New York"
116438,6663,1400000US36047013700,"Census Tract 137, Kings County, New York"
60950,14447,1400000US36047013800,"Census Tract 138, Kings County, New York"
143169,16692,1400000US36047013900,"Census Tract 139, Kings County, New York"
69750,16672,1400000US36047014000,"Census Tract 140, Kings County, New York"
101250,17868,1400000US36047014100,"Census Tract 141, Kings County, New York"
58558,8621,1400000US36047014200,"Census Tract 142, Kings County, New York"
110329,17754,1400000US36047014300,"Census Tract 143, Kings County, New York"
87543,18498,1400000US36047014500,"Census Tract 145, Kings County, New York"
97589,13646,1400000US36047014700,"Census Tract 147, Kings County, New York"
83068,24084,1400000US36047014800,"Census Tract 148, Kings County, New York"
140481,19919,1400000US36047014900,"Census Tract 149, Kings County, New York"
76083,10315,1400000US36047015000,"Census Tract 150, Kings County, New York"
146458,21191,1400000US36047015100,"Census Tract 151, Kings County, New York"
92650,20881,1400000US36047015200,"Census Tract 152, Kings County, New York"
138594,35402,1400000US36047015300,"Census Tract 153, Kings County, New York"
-,**,1400000US36047015400,"Census Tract 154, Kings County, New York"
163967,31449,1400000US36047015500,"Census Tract 155, Kings County, New York"
123008,38832,1400000US36047015700,"Census Tract 157, Kings County, New York"
149900,17710,1400000US36047015900,"Census Tract 159, Kings County, New York"
82837,15267,1400000US36047016000,"Census Tract 160, Kings County, New York"
150469,22448,1400000US36047016100,"Census Tract 161, Kings County, New York"
80590,15066,1400000US36047016200,"Census Tract 162, Kings County, New York"
101688,23212,1400000US36047016300,"Census Tract 163, Kings County, New York"
106570,7500,1400000US36047016400,"Census Tract 164, Kings County, New York"
173939,35939,1400000US36047016500,"Census Tract 165, Kings County, New York"
113527,12760,1400000US36047016600,"Census Tract 166, Kings County, New York"
173113,38837,1400000US36047016700,"Census Tract 167, Kings County, New York"
88750,18032,1400000US36047016800,"Census Tract 168, Kings County, New York"
117256,31497,1400000US36047016900,"Census Tract 169, Kings County, New York"
76857,13768,1400000US36047017000,"Census Tract 170, Kings County, New York"
134821,23877,1400000US36047017100,"Census Tract 171, Kings County, New York"
82869,17455,1400000US36047017200,"Census Tract 172, Kings County, New York"
99750,21670,1400000US36047017400,"Census Tract 174, Kings County, New York"
-,**,1400000US36047017500,"Census Tract 175, Kings County, New York"
63981,15140,1400000US36047017600,"Census Tract 176, Kings County, New York"
-,**,1400000US36047017700,"Census Tract 177, Kings County, New York"
70491,16439,1400000US36047017800,"Census Tract 178, Kings County, New York"
61311,15244,1400000US36047017900,"Census Tract 179, Kings County, New York"
68690,38613,1400000US36047018000,"Census Tract 180, Kings County, New York"
96452,14302,1400000US36047018100,"Census Tract 181, Kings County, New York"
53625,13664,1400000US36047018200,"Census Tract 182, Kings County, New York"
126507,12850,1400000US36047018300,"Census Tract 183, Kings County, New York"
63333,8453,1400000US36047018400,"Census Tract 184, Kings County, New York"
26130,4593,1400000US36047018501,"Census Tract 185.01, Kings County, New York"
55000,17901,1400000US36047018600,"Census Tract 186, Kings County, New York"
108661,18590,1400000US36047018700,"Census Tract 187, Kings County, New York"
76422,14592,1400000US36047018800,"Census Tract 188, Kings County, New York"
50875,9264,1400000US36047019000,"Census Tract 190, Kings County, New York"
89176,7269,1400000US36047019100,"Census Tract 191, Kings County, New York"
42828,3344,1400000US36047019200,"Census Tract 192, Kings County, New York"
55389,7266,1400000US36047019300,"Census Tract 193, Kings County, New York"
44258,13732,1400000US36047019400,"Census Tract 194, Kings County, New York"
99853,15279,1400000US36047019500,"Census Tract 195, Kings County, New York"
47389,9626,1400000US36047019600,"Census Tract 196, Kings County, New York"
118958,31548,1400000US36047019700,"Census Tract 197, Kings County, New York"
67813,15005,1400000US36047019800,"Census Tract 198, Kings County, New York"
108333,21279,1400000US36047019900,"Census Tract 199, Kings County, New York"
75438,15739,1400000US36047020000,"Census Tract 200, Kings County, New York"
118285,13353,1400000US36047020100,"Census Tract 201, Kings County, New York"
89000,18092,1400000US36047020200,"Census Tract 202, Kings County, New York"
123229,24715,1400000US36047020300,"Census Tract 203, Kings County, New York"
102000,23346,1400000US36047020400,"Census Tract 204, Kings County, New York"
123274,20772,1400000US36047020500,"Census Tract 205, Kings County, New York"
101449,10227,1400000US36047020600,"Census Tract 206, Kings County, New York"
119462,23242,1400000US36047020700,"Census Tract 207, Kings County, New York"
62432,11450,1400000US36047020800,"Census Tract 208, Kings County, New York"
56875,20650,1400000US36047021000,"Census Tract 210, Kings County, New York"
49679,5398,1400000US36047021100,"Census Tract 211, Kings County, New York"
44967,12473,1400000US36047021200,"Census Tract 212, Kings County, New York"
52885,13014,1400000US36047021300,"Census Tract 213, Kings County, New York"
57875,11656,1400000US36047021400,"Census Tract 214, Kings County, New York"
86534,16625,1400000US36047021500,"Census Tract 215, Kings County, New York"
48716,22103,1400000US36047021600,"Census Tract 216, Kings County, New York"
61466,10829,1400000US36047021700,"Census Tract 217, Kings County, New York"
31047,21053,1400000US36047021800,"Census Tract 218, Kings County, New York"
72440,11695,1400000US36047021900,"Census Tract 219, Kings County, New York"
32088,4959,1400000US36047022000,"Census Tract 220, Kings County, New York"
54898,22462,1400000US36047022100,"Census Tract 221, Kings County, New York"
33088,19174,1400000US36047022200,"Census Tract 222, Kings County, New York"
47995,9594,1400000US36047022400,"Census Tract 224, Kings County, New York"
46611,18517,1400000US36047022600,"Census Tract 226, Kings County, New York"
95882,20049,1400000US36047022700,"Census Tract 227, Kings County, New York"
35985,12597,1400000US36047022800,"Census Tract 228, Kings County, New York"
83043,20830,1400000US36047022900,"Census Tract 229, Kings County, New York"
43459,10745,1400000US36047023000,"Census Tract 230, Kings County, New York"
91047,16869,1400000US36047023100,"Census Tract 231, Kings County, New York"
38818,7716,1400000US36047023200,"Census Tract 232, Kings County, New York"
57721,13512,1400000US36047023300,"Census Tract 233, Kings County, New York"
32237,6783,1400000US36047023400,"Census Tract 234, Kings County, New York"
61607,17722,1400000US36047023500,"Census Tract 235, Kings County, New York"
26855,6341,1400000US36047023600,"Census Tract 236, Kings County, New York"
33780,8448,1400000US36047023800,"Census Tract 238, Kings County, New York"
39034,11508,1400000US36047024000,"Census Tract 240, Kings County, New York"
61192,11273,1400000US36047024100,"Census Tract 241, Kings County, New York"
63698,14324,1400000US36047024200,"Census Tract 242, Kings County, New York"
59779,5747,1400000US36047024300,"Census Tract 243, Kings County, New York"
68516,14232,1400000US36047024400,"Census Tract 244, Kings County, New York"
85169,8639,1400000US36047024500,"Census Tract 245, Kings County, New York"
51354,8421,1400000US36047024600,"Census Tract 246, Kings County, New York"
46518,11363,1400000US36047024700,"Census Tract 247, Kings County, New York"
49940,13906,1400000US36047024800,"Census Tract 248, Kings County, New York"
70268,13224,1400000US36047024900,"Census Tract 249, Kings County, New York"
53186,3645,1400000US36047025000,"Census Tract 250, Kings County, New York"
39474,23557,1400000US36047025100,"Census Tract 251, Kings County, New York"
60173,13703,1400000US36047025200,"Census Tract 252, Kings County, New York"
55417,22750,1400000US36047025300,"Census Tract 253, Kings County, New York"
44886,13100,1400000US36047025400,"Census Tract 254, Kings County, New York"
21865,3454,1400000US36047025500,"Census Tract 255, Kings County, New York"
51625,22974,1400000US36047025600,"Census Tract 256, Kings County, New York"
69074,11369,1400000US36047025700,"Census Tract 257, Kings County, New York"
50625,9999,1400000US36047025800,"Census Tract 258, Kings County, New York"
59762,11762,1400000US36047025901,"Census Tract 259.01, Kings County, New York"
18167,5606,1400000US36047025902,"Census Tract 259.02, Kings County, New York"
48214,17283,1400000US36047026000,"Census Tract 260, Kings County, New York"
51885,18767,1400000US36047026100,"Census Tract 261, Kings County, New York"
65577,14824,1400000US36047026200,"Census Tract 262, Kings County, New York"
41875,14196,1400000US36047026300,"Census Tract 263, Kings County, New York"
48942,11037,1400000US36047026400,"Census Tract 264, Kings County, New York"
70707,21204,1400000US36047026500,"Census Tract 265, Kings County, New York"
51250,7267,1400000US36047026600,"Census Tract 266, Kings County, New York"
64401,20417,1400000US36047026700,"Census Tract 267, Kings County, New York"
44517,8691,1400000US36047026800,"Census Tract 268, Kings County, New York"
66534,23504,1400000US36047026900,"Census Tract 269, Kings County, New York"
50775,16160,1400000US36047027000,"Census Tract 270, Kings County, New York"
56136,33026,1400000US36047027100,"Census Tract 271, Kings County, New York"
58477,17610,1400000US36047027200,"Census Tract 272, Kings County, New York"
56786,16537,1400000US36047027300,"Census Tract 273, Kings County, New York"
70625,54335,1400000US36047027400,"Census Tract 274, Kings County, New York"
82069,9040,1400000US36047027500,"Census Tract 275, Kings County, New York"
53283,3837,1400000US36047027600,"Census Tract 276, Kings County, New York"
50290,11430,1400000US36047027700,"Census Tract 277, Kings County, New York"
57202,6491,1400000US36047027800,"Census Tract 278, Kings County, New York"
64700,19596,1400000US36047027900,"Census Tract 279, Kings County, New York"
75677,9674,1400000US36047028000,"Census Tract 280, Kings County, New York"
31682,4503,1400000US36047028100,"Census Tract 281, Kings County, New York"
67212,15057,1400000US36047028200,"Census Tract 282, Kings County, New York"
29306,11206,1400000US36047028300,"Census Tract 283, Kings County, New York"
61331,10743,1400000US36047028400,"Census Tract 284, Kings County, New York"
87778,54245,1400000US36047028501,"Census Tract 285.01, Kings County, New York"
23899,8722,1400000US36047028502,"Census Tract 285.02, Kings County, New York"
40325,9482,1400000US36047028600,"Census Tract 286, Kings County, New York"
40969,6518,1400000US36047028700,"Census Tract 287, Kings County, New York"
55625,23987,1400000US36047028800,"Census Tract 288, Kings County, New York"
44313,19217,1400000US36047028900,"Census Tract 289, Kings County, New York"
44318,10294,1400000US36047029000,"Census Tract 290, Kings County, New York"
80526,28674,1400000US36047029100,"Census Tract 291, Kings County, New York"
49145,6427,1400000US36047029200,"Census Tract 292, Kings County, New York"
42238,16092,1400000US36047029300,"Census Tract 293, Kings County, New York"
57895,8611,1400000US36047029400,"Census Tract 294, Kings County, New York"
60881,5593,1400000US36047029500,"Census Tract 295, Kings County, New York"
56250,14597,1400000US36047029600,"Census Tract 296, Kings County, New York"
70556,16592,1400000US36047029700,"Census Tract 297, Kings County, New York"
55060,8631,1400000US36047029800,"Census Tract 298, Kings County, New York"
50144,12566,1400000US36047029900,"Census Tract 299, Kings County, New York"
52663,26272,1400000US36047030000,"Census Tract 300, Kings County, New York"
49196,10246,1400000US36047030100,"Census Tract 301, Kings County, New York"
65000,22292,1400000US36047030200,"Census Tract 302, Kings County, New York"
38571,8123,1400000US36047030300,"Census Tract 303, Kings County, New York"
41017,5679,1400000US36047030400,"Census Tract 304, Kings County, New York"
85985,10878,1400000US36047030500,"Census Tract 305, Kings County, New York"
50833,12824,1400000US36047030600,"Census Tract 306, Kings County, New York"
24502,3520,1400000US36047030700,"Census Tract 307, Kings County, New York"
47461,14861,1400000US36047030800,"Census Tract 308, Kings County, New York"
46309,9009,1400000US36047030900,"Census Tract 309, Kings County, New York"
37014,27140,1400000US36047031100,"Census Tract 311, Kings County, New York"
51818,13613,1400000US36047031300,"Census Tract 313, Kings County, New York"
80439,7080,1400000US36047031400,"Census Tract 314, Kings County, New York"
63313,15634,1400000US36047031500,"Census Tract 315, Kings County, New York"
78750,12815,1400000US36047031701,"Census Tract 317.01, Kings County, New York"
78355,12302,1400000US36047031702,"Census Tract 317.02, Kings County, New York"
55357,11679,1400000US36047031900,"Census Tract 319, Kings County, New York"
57574,10735,1400000US36047032100,"Census Tract 321, Kings County, New York"
77645,11015,1400000US36047032300,"Census Tract 323, Kings County, New York"
51721,6073,1400000US36047032500,"Census Tract 325, Kings County, New York"
23470,4431,1400000US36047032600,"Census Tract 326, Kings County, New York"
55795,26292,1400000US36047032700,"Census Tract 327, Kings County, New York"
41353,9788,1400000US36047032800,"Census Tract 328, Kings County, New York"
44922,13676,1400000US36047032900,"Census Tract 329, Kings County, New York"
22933,5767,1400000US36047033000,"Census Tract 330, Kings County, New York"
40216,9518,1400000US36047033100,"Census Tract 331, Kings County, New York"
49444,14604,1400000US36047033300,"Census Tract 333, Kings County, New York"
68036,24883,1400000US36047033500,"Census Tract 335, Kings County, New York"
82850,8695,1400000US36047033600,"Census Tract 336, Kings County, New York"
54006,19183,1400000US36047033700,"Census Tract 337, Kings County, New York"
40417,19923,1400000US36047033900,"Census Tract 339, Kings County, New York"
21224,4448,1400000US36047034000,"Census Tract 340, Kings County, New York"
51250,32316,1400000US36047034100,"Census Tract 341, Kings County, New York"
17932,4275,1400000US36047034200,"Census Tract 342, Kings County, New York"
33385,13689,1400000US36047034300,"Census Tract 343, Kings County, New York"
44483,12176,1400000US36047034500,"Census Tract 345, Kings County, New York"
43849,13947,1400000US36047034700,"Census Tract 347, Kings County, New York"
54405,20839,1400000US36047034800,"Census Tract 348, Kings County, New York"
41061,6643,1400000US36047034900,"Census Tract 349, Kings County, New York"
42102,3698,1400000US36047035000,"Census Tract 350, Kings County, New York"
44624,8206,1400000US36047035100,"Census Tract 351, Kings County, New York"
14167,3763,1400000US36047035200,"Census Tract 352, Kings County, New York"
47321,11393,1400000US36047035300,"Census Tract 353, Kings County, New York"
50599,14314,1400000US36047035400,"Census Tract 354, Kings County, New York"
51875,6242,1400000US36047035500,"Census Tract 355, Kings County, New York"
32111,10688,1400000US36047035601,"Census Tract 356.01, Kings County, New York"
45163,9314,1400000US36047035602,"Census Tract 356.02, Kings County, New York"
30495,8711,1400000US36047035700,"Census Tract 357, Kings County, New York"
32326,7253,1400000US36047035900,"Census Tract 359, Kings County, New York"
25265,3441,1400000US36047036001,"Census Tract 360.01, Kings County, New York"
16073,3908,1400000US36047036002,"Census Tract 360.02, Kings County, New York"
25694,7155,1400000US36047036100,"Census Tract 361, Kings County, New York"
42670,6365,1400000US36047036200,"Census Tract 362, Kings County, New York"
34063,6070,1400000US36047036300,"Census Tract 363, Kings County, New York"
59712,9065,1400000US36047036400,"Census Tract 364, Kings County, New York"
46538,11195,1400000US36047036501,"Census Tract 365.01, Kings County, New York"
38750,12163,1400000US36047036502,"Census Tract 365.02, Kings County, New York"
48050,14371,1400000US36047036600,"Census Tract 366, Kings County, New York"
54432,7633,1400000US36047036700,"Census Tract 367, Kings County, New York"
35977,10001,1400000US36047036900,"Census Tract 369, Kings County, New York"
57888,13554,1400000US36047037000,"Census Tract 370, Kings County, New York"
64848,13188,1400000US36047037100,"Census Tract 371, Kings County, New York"
45179,13064,1400000US36047037300,"Census Tract 373, Kings County, New York"
55341,11957,1400000US36047037401,"Census Tract 374.01, Kings County, New York"
31832,8297,1400000US36047037402,"Census Tract 374.02, Kings County, New York"
51495,8485,1400000US36047037500,"Census Tract 375, Kings County, New York"
52367,21928,1400000US36047037700,"Census Tract 377, Kings County, New York"
46429,21378,1400000US36047037900,"Census Tract 379, Kings County, New York"
45667,15001,1400000US36047038100,"Census Tract 381, Kings County, New York"
18169,1946,1400000US36047038200,"Census Tract 382, Kings County, New York"
73641,8604,1400000US36047038300,"Census Tract 383, Kings County, New York"
79107,10588,1400000US36047038500,"Census Tract 385, Kings County, New York"
83594,9660,1400000US36047038600,"Census Tract 386, Kings County, New York"
64917,6604,1400000US36047038700,"Census Tract 387, Kings County, New York"
64375,16828,1400000US36047038800,"Census Tract 388, Kings County, New York"
74352,24182,1400000US36047038900,"Census Tract 389, Kings County, New York"
70114,10490,1400000US36047039000,"Census Tract 390, Kings County, New York"
70945,20333,1400000US36047039100,"Census Tract 391, Kings County, New York"
64500,27783,1400000US36047039200,"Census Tract 392, Kings County, New York"
75256,24048,1400000US36047039300,"Census Tract 393, Kings County, New York"
46198,22851,1400000US36047039400,"Census Tract 394, Kings County, New York"
56598,14777,1400000US36047039500,"Census Tract 395, Kings County, New York"
64375,27065,1400000US36047039600,"Census Tract 396, Kings County, New York"
45685,9157,1400000US36047039700,"Census Tract 397, Kings County, New York"
71679,10752,1400000US36047039800,"Census Tract 398, Kings County, New York"
51776,15893,1400000US36047039900,"Census Tract 399, Kings County, New York"
52125,17412,1400000US36047040000,"Census Tract 400, Kings County, New York"
55625,11938,1400000US36047040100,"Census Tract 401, Kings County, New York"
57404,21267,1400000US36047040200,"Census Tract 402, Kings County, New York"
60855,21169,1400000US36047040300,"Census Tract 403, Kings County, New York"
61087,15752,1400000US36047040400,"Census Tract 404, Kings County, New York"
63438,10006,1400000US36047040500,"Census Tract 405, Kings County, New York"
52986,20177,1400000US36047040600,"Census Tract 406, Kings County, New York"
-,**,1400000US36047040700,"Census Tract 407, Kings County, New York"
80169,4861,1400000US36047040800,"Census Tract 408, Kings County, New York"
52629,14244,1400000US36047040900,"Census Tract 409, Kings County, New York"
48400,15613,1400000US36047041000,"Census Tract 410, Kings County, New York"
38214,16907,1400000US36047041100,"Census Tract 411, Kings County, New York"
63641,25894,1400000US36047041200,"Census Tract 412, Kings County, New York"
63750,22231,1400000US36047041300,"Census Tract 413, Kings County, New York"
67972,18161,1400000US36047041401,"Census Tract 414.01, Kings County, New York"
52946,21473,1400000US36047041402,"Census Tract 414.02, Kings County, New York"
64844,17989,1400000US36047041500,"Census Tract 415, Kings County, New York"
61414,5467,1400000US36047041600,"Census Tract 416, Kings County, New York"
24433,10957,1400000US36047041700,"Census Tract 417, Kings County, New York"
45536,13748,1400000US36047041800,"Census Tract 418, Kings County, New York"
56550,12681,1400000US36047041900,"Census Tract 419, Kings County, New York"
58571,9370,1400000US36047042000,"Census Tract 420, Kings County, New York"
51341,12911,1400000US36047042100,"Census Tract 421, Kings County, New York"
59904,17012,1400000US36047042200,"Census Tract 422, Kings County, New York"
67056,14172,1400000US36047042300,"Census Tract 423, Kings County, New York"
61005,12786,1400000US36047042400,"Census Tract 424, Kings County, New York"
77477,18113,1400000US36047042500,"Census Tract 425, Kings County, New York"
49954,13747,1400000US36047042600,"Census Tract 426, Kings County, New York"
59965,15548,1400000US36047042700,"Census Tract 427, Kings County, New York"
60708,8251,1400000US36047042800,"Census Tract 428, Kings County, New York"
50170,6904,1400000US36047042900,"Census Tract 429, Kings County, New York"
38160,6042,1400000US36047043000,"Census Tract 430, Kings County, New York"
57111,13030,1400000US36047043100,"Census Tract 431, Kings County, New York"
63063,10177,1400000US36047043200,"Census Tract 432, Kings County, New York"
24766,8178,1400000US36047043300,"Census Tract 433, Kings County, New York"
49013,14471,1400000US36047043400,"Census Tract 434, Kings County, New York"
66923,20787,1400000US36047043500,"Census Tract 435, Kings County, New York"
57901,14822,1400000US36047043600,"Census Tract 436, Kings County, New York"
59474,12260,1400000US36047043700,"Census Tract 437, Kings County, New York"
46167,12949,1400000US36047043800,"Census Tract 438, Kings County, New York"
42148,23062,1400000US36047043900,"Census Tract 439, Kings County, New York"
51420,13489,1400000US36047044000,"Census Tract 440, Kings County, New York"
47754,13432,1400000US36047044100,"Census Tract 441, Kings County, New York"
76046,14118,1400000US36047044200,"Census Tract 442, Kings County, New York"
50263,21073,1400000US36047044300,"Census Tract 443, Kings County, New York"
51975,31746,1400000US36047044400,"Census Tract 444, Kings County, New York"
69414,11616,1400000US36047044500,"Census Tract 445, Kings County, New York"
63708,19054,1400000US36047044600,"Census Tract 446, Kings County, New York"
46738,9194,1400000US36047044700,"Census Tract 447, Kings County, New York"
60921,10945,1400000US36047044800,"Census Tract 448, Kings County, New York"
22102,7764,1400000US36047044900,"Census Tract 449, Kings County, New York"
-,**,1400000US36047045000,"Census Tract 450, Kings County, New York"
82532,11911,1400000US36047045200,"Census Tract 452, Kings County, New York"
51953,19363,1400000US36047045300,"Census Tract 453, Kings County, New York"
66364,17601,1400000US36047045400,"Census Tract 454, Kings County, New York"
41806,18139,1400000US36047045600,"Census Tract 456, Kings County, New York"
86250,20515,1400000US36047045800,"Census Tract 458, Kings County, New York"
61023,15693,1400000US36047046000,"Census Tract 460, Kings County, New York"
29830,13954,1400000US36047046201,"Census Tract 462.01, Kings County, New York"
61250,20003,1400000US36047046202,"Census Tract 462.02, Kings County, New York"
57283,9748,1400000US36047046400,"Census Tract 464, Kings County, New York"
72750,37547,1400000US36047046800,"Census Tract 468, Kings County, New York"
61033,13037,1400000US36047047000,"Census Tract 470, Kings County, New York"
60054,15772,1400000US36047047200,"Census Tract 472, Kings County, New York"
38813,17287,1400000US36047047400,"Census Tract 474, Kings County, New York"
35474,1676,1400000US36047047600,"Census Tract 476, Kings County, New York"
142250,17805,1400000US36047047700,"Census Tract 477, Kings County, New York"
48040,7946,1400000US36047047800,"Census Tract 478, Kings County, New York"
32056,10891,1400000US36047048000,"Census Tract 480, Kings County, New York"
91528,17357,1400000US36047048100,"Census Tract 481, Kings County, New York"
47569,6772,1400000US36047048200,"Census Tract 482, Kings County, New York"
50833,8885,1400000US36047048400,"Census Tract 484, Kings County, New York"
103173,11328,1400000US36047048500,"Census Tract 485, Kings County, New York"
50250,14594,1400000US36047048600,"Census Tract 486, Kings County, New York"
54067,8543,1400000US36047048800,"Census Tract 488, Kings County, New York"
24808,5333,1400000US36047048900,"Census Tract 489, Kings County, New York"
59384,15607,1400000US36047049000,"Census Tract 490, Kings County, New York"
48566,14774,1400000US36047049100,"Census Tract 491, Kings County, New York"
62604,21473,1400000US36047049200,"Census Tract 492, Kings County, New York"
28287,8972,1400000US36047049300,"Census Tract 493, Kings County, New York"
76513,8582,1400000US36047049400,"Census Tract 494, Kings County, New York"
92120,17969,1400000US36047049500,"Census Tract 495, Kings County, New York"
77115,13746,1400000US36047049600,"Census Tract 496, Kings County, New York"
91557,10225,1400000US36047049700,"Census Tract 497, Kings County, New York"
79583,17673,1400000US36047049800,"Census Tract 498, Kings County, New York"
76612,16409,1400000US36047049900,"Census Tract 499, Kings County, New York"
98421,7605,1400000US36047050000,"Census Tract 500, Kings County, New York"
112679,26962,1400000US36047050100,"Census Tract 501, Kings County, New York"
102656,29099,1400000US36047050202,"Census Tract 502.02, Kings County, New York"
96216,15270,1400000US36047050300,"Census Tract 503, Kings County, New York"
98525,13358,1400000US36047050400,"Census Tract 504, Kings County, New York"
41629,9660,1400000US36047050500,"Census Tract 505, Kings County, New York"
59882,14374,1400000US36047050600,"Census Tract 506, Kings County, New York"
35469,17999,1400000US36047050700,"Census Tract 507, Kings County, New York"
50333,7097,1400000US36047050801,"Census Tract 508.01, Kings County, New York"
55395,18181,1400000US36047050803,"Census Tract 508.03, Kings County, New York"
60563,7952,1400000US36047050804,"Census Tract 508.04, Kings County, New York"
37000,11062,1400000US36047050900,"Census Tract 509, Kings County, New York"
55435,6079,1400000US36047051001,"Census Tract 510.01, Kings County, New York"
50625,10108,1400000US36047051002,"Census Tract 510.02, Kings County, New York"
48476,7889,1400000US36047051100,"Census Tract 511, Kings County, New York"
61292,12465,1400000US36047051200,"Census Tract 512, Kings County, New York"
110972,14253,1400000US36047051300,"Census Tract 513, Kings County, New York"
64259,13850,1400000US36047051400,"Census Tract 514, Kings County, New York"
158452,19018,1400000US36047051500,"Census Tract 515, Kings County, New York"
59223,8490,1400000US36047051601,"Census Tract 516.01, Kings County, New York"
54879,13321,1400000US36047051602,"Census Tract 516.02, Kings County, New York"
126649,17531,1400000US36047051700,"Census Tract 517, Kings County, New York"
64211,15362,1400000US36047051800,"Census Tract 518, Kings County, New York"
143057,24483,1400000US36047051900,"Census Tract 519, Kings County, New York"
81875,14586,1400000US36047052000,"Census Tract 520, Kings County, New York"
69950,20675,1400000US36047052300,"Census Tract 523, Kings County, New York"
35867,14026,1400000US36047052500,"Census Tract 525, Kings County, New York"
68077,3670,1400000US36047052600,"Census Tract 526, Kings County, New York"
64167,12679,1400000US36047052700,"Census Tract 527, Kings County, New York"
87212,22792,1400000US36047052800,"Census Tract 528, Kings County, New York"
27229,7094,1400000US36047052900,"Census Tract 529, Kings County, New York"
53802,12042,1400000US36047053000,"Census Tract 530, Kings County, New York"
47868,11500,1400000US36047053100,"Census Tract 531, Kings County, New York"
65972,9636,1400000US36047053200,"Census Tract 532, Kings County, New York"
26976,8343,1400000US36047053300,"Census Tract 533, Kings County, New York"
39917,7796,1400000US36047053400,"Census Tract 534, Kings County, New York"
30699,12070,1400000US36047053500,"Census Tract 535, Kings County, New York"
40644,7557,1400000US36047053700,"Census Tract 537, Kings County, New York"
55027,6559,1400000US36047053800,"Census Tract 538, Kings County, New York"
20902,2674,1400000US36047053900,"Census Tract 539, Kings County, New York"
50694,14278,1400000US36047054200,"Census Tract 542, Kings County, New York"
116875,20732,1400000US36047054300,"Census Tract 543, Kings County, New York"
60707,12104,1400000US36047054400,"Census Tract 544, Kings County, New York"
23555,3902,1400000US36047054500,"Census Tract 545, Kings County, New York"
47344,15123,1400000US36047054600,"Census Tract 546, Kings County, New York"
50272,13623,1400000US36047054700,"Census Tract 547, Kings County, New York"
71250,28594,1400000US36047054800,"Census Tract 548, Kings County, New York"
111071,25897,1400000US36047054900,"Census Tract 549, Kings County, New York"
