boro_ctcode,asthma_rate,med_income_10thou,wghtd_avg_mmpy,prox_score
4085500,7.5,3.827,19.5,0.9149999999999999
4051800,12.2,7.7462,16,2.316
4014700,8.7,8.3333,16.7,1.7100000000000002
4030902,7.9,4.9451,33.53,3.404
3015700,8.2,12.3008,24.8,0.345
4067100,8.7,10.8438,19.6,0.343
3076000,9.3,6.7875,19.5,0
3034300,13.3,3.3385,25.1,0.382
2037000,12.8,5.8636,17.8,3.36
4145900,8.5,7.7868,27.7925,1.5110000000000001
4065702,9.1,7.1382,19.6,4.338
3038500,11.5,7.9107,21.7,0.792
2008700,11,2.3967,16.6,3.8759999999999994
5015602,9,11.2283,6.3,3.8129999999999997
3032600,11.8,2.347,19.4,1.1840000000000002
3005900,8.9,7.1042,24.8,4.795
2038800,12.5,6.3017,17.8,0.038
3017100,8.3,13.4821,32,2.123
3082400,12.2,5.947,21.8,4.473
4117500,7.5,6.2639,20.998,2.211
4048100,7.7,4.5864,36.2,3.5380000000000003
2022702,10.8,2.6554,32.3,4.68
3056200,9,8.8221,22.2,0.412
3030100,12.2,4.9196,23.3352,4.295999999999999
4034700,8.7,5.5492,33.7,3.543
3085000,11.6,6.6333,21.8,2.9849999999999994
2012901,11.8,2.5633,15.8608,4.427
2003500,11.3,3.131,27.9,3.118
4061200,10.6,12.1645,30.1,0
4103202,10.6,5.875,6.8,0.549
1001200,8.5,5.3669,49.5,4.383
4064500,8.1,7.7364,42.7713,4.399
5011202,9.5,8.1016,6.1161,2.463
2025500,10.3,3.5466,25.0288,4.269
4049700,8,8.3355,19.6,2.4530000000000003
4136700,7.6,8.9116,30.2,1.6490000000000002
2027401,9.5,8.75,26.5,3.024
4044302,8.1,4.7411,36.2,2.567
3035000,9.8,4.2102,19.4,2.816
3011400,10.3,4.7306,25.8,0
3008500,13.2,1.5283,24.8,3.1069999999999998
3060800,9,5.436,22.1306,0.756
3027000,8.9,5.0775,17.8,4.0649999999999995
3000501,9,13.375,42.5,2.5429999999999997
3117601,9.5,5.1583,20,0.716
3015100,8.4,14.6458,24.8,0.001
1006500,8.3,10.6944,38.2,3.862
2015800,9.5,5.57,26.5,4.408999999999999
3072600,11.4,8.65,16.1834,2.516
3096200,11.8,6.7024,14.9,4.401
3028501,9.3,8.7778,21.7,4.2669999999999995
2044400,12.1,7.774,17.8,2.738
2036502,11.8,3.1588,32.5,4.853
3023800,10.9,3.378,25.8,0
3025901,10.5,5.9762,21.7,4.46
2030100,9.1,8.4375,15.4,0
2042200,12.3,6.05,17.8,3.8360000000000003
3045300,9.6,5.1953,23.8769,4.7940000000000005
3100400,12.1,5.7813,14.9,0
3068200,10.4,12.4306,14.9,3.3339999999999996
4063700,8.8,9.7356,24.329900000000002,3.8440000000000003
3065000,10.2,8.1875,14.9,4.569
4000600,9,8.315,19.5,2.9909999999999997
4046400,9.2,9.0227,34.3,0.607
1007100,8.2,16.0614,38.2,4.785
3092800,11.8,5.8171,21.961199999999998,3.4349999999999996
4016900,8,5.8066,41.1,0.478
2006900,11.4,3.759,27.264499999999998,3.994999999999999
3051100,9.1,4.8476,23.9,3.579
5012500,9.6,8.125,10.7,4.097
1003700,8.1,15.9514,38.0224,4.9350000000000005
4122701,8.5,6.7811,34.3,1.316
4093401,8.8,8.6942,6.7932,1.4849999999999999
4027600,11.9,5.7368,16,3.4330000000000007
3040600,9.1,5.2986,17.8,0.86
4004500,8.2,7.6328,16.7,4.143000000000001
3013400,8.8,8.1774,26.2,2.957
3089200,14.1,2.7217,22.5347,1.2860000000000003
5018702,8.6,11.2742,11.1,3.489
4011100,8.2,8.125,16.7,3.8000000000000007
3115200,12,4.0884,20,1.681
4010000,10.4,10.9583,31.4,1.632
2044902,9.7,8.0833,17.8,2.3600000000000003
3025400,8.4,4.4886,17.8,3.972
1015900,8,12.7969,46.3,2.745
4020400,11.5,6.8147,16,3.8499999999999996
4046900,7.9,4.445,36.2,2.9130000000000003
1009200,7.5,13.8971,45.6656,4.677
2042100,10.7,3.8083,25,4.433000000000001
1008200,7.8,14.1141,42.294399999999996,3.3760000000000003
3079200,12.9,6.2011,20.645400000000002,3.8770000000000002
1011300,7.7,9.5313,28.3,3.8710000000000004
5006400,9.8,4.9449,11.1,2.5330000000000004
2004800,10.7,3.3403,22.9,3.7159999999999997
2028300,11.1,2.6887,15.4,4.923
1012200,7.8,21.1705,54.8,4.055
4054900,8.7,7.55,19.6,3.4319999999999995
5029103,9.4,10.4146,11.1,3.348
4053900,7.9,8.3566,19.596600000000002,3.4799999999999995
1012800,7.9,17.4167,54.8,4.756
3052500,10.5,3.5867,23.9,4.878
4008800,9,7.6875,31.4,2.9029999999999996
3123700,11.4,4.7798,21.7,4.73
4119500,8,8.4279,19.5,0.40700000000000003
4071303,7.8,9.5045,42.9,4.313
2024100,11.3,4.1322,34.6,4.372999999999999
4017400,11.4,7.7875,31.4,1.4260000000000002
1014500,8,18.2083,47.156099999999995,4.721
3033600,9.3,8.285,19.380599999999998,0
1029500,8.6,7.3514,45.9,4.023
1003001,8.1,7.0057,49.5,3.306
1015200,8.8,8.9868,54.6904,3.026
1010100,7.5,13.3409,28.3,4.788
4094201,10.2,6.6435,6.7932,2.6910000000000003
1010300,7.5,9.6071,48.67960000000001,4.896000000000001
3059000,8.9,6.925,22.2,0.208
3031702,11,7.8355,25.089800000000004,4.357
5017700,8.5,11.5603,11.1,2.316
4058900,9.3,6.2083,19.6,0.021
1021800,11.1,4.9482,29.4,4.244
3004300,8,13.7095,42.5,4.33
4001400,8.4,7.162,19.5,2.853
3017600,9.3,6.3981,17.7822,3.351
3113000,12.8,4.4872,20,2.424
4099704,7.9,7.5344,19.5107,1.3529999999999998
3003100,9.7,11.625,42.5,4.286
4052400,11.5,9.1172,16,3.0410000000000004
2021301,11,2.5509,34.58390000000001,4.835
2013500,12,2.4392,12.4,3.227
3041600,10.9,6.1414,22.2,3.432
3018800,8.9,7.6422,17.8,0
1022400,12.3,3.4263,29.4,3.9730000000000003
4014202,9.2,6.7614,19.5,3.344
4062200,10.9,10.3977,30.1,0
2021100,11.8,3.0092,32.3,3.9819999999999998
2035000,11.5,7.4583,13,2.343
4079000,11.7,7.5,16,3.7929999999999993
2019900,11.3,4.2569,32.3,3.41
4144100,7.4,10.8614,30.2,0.484
3075200,9.1,16.5263,19.5,0
4037100,9.8,6.7419,33.7,1.5070000000000001
4013700,8.5,9.71,16.7,4.629
4047600,8.4,12.6053,34.3,1.01
3052600,9.2,6.8077,19.5,4.124
3085800,12.2,6.1721,21.8,3.91
1016600,9.2,4.0402,59.6,4.757
4116100,7.9,2.6783,19.5,2.394
3021500,10.3,8.6534,25.046400000000002,0.597
4019000,11.7,8.8365,16,0
3050803,11.9,5.5395,19.5,4.54
2016700,12.3,3.16,14.6288,4.384
3120200,9.4,3.2321,20,4.398
3006400,9.2,7.6694,26.2,0
3038900,8.4,7.4352,16.2165,4.488
5032300,10.7,6.5089,10.6893,2.7680000000000007
4071702,7.8,5.9667,42.3975,4.616
3021800,11.2,3.1047,25.8,0
2022403,10.5,5.1767,13,4.728000000000001
1027300,8.3,8.9882,45.9,2.7070000000000003
4133300,7.7,9.7663,34.3,2.987
4043702,8.5,4.4085,36.2134,3.7700000000000005
4005800,9,9.023,31.4,3.3679999999999994
3025100,12.4,3.9474,21.7,3.722
3049500,8.8,9.212,23.9,4.5169999999999995
3090000,13.7,2.3685,24.8969,2.957
3030600,8.9,5.0833,19.4,0.9590000000000001
3007800,9.2,4.3792,32,2.7319999999999998
3028900,11.2,4.4313,21.7,2.567
4105900,8.6,8.8906,19.5,0.599
4079900,7.6,4.6597,19.5,3.5740000000000003
4025500,7.2,7.8088,41.1,2.6839999999999997
3035400,8.9,5.0599,19.4,2.72
3042600,8.9,4.9954,17.8,3.843
3044800,9.6,6.0921,25.8,3.076
1022900,9.7,5.2907,43.7,3.7119999999999997
3041200,8.9,6.3641,17.8,4.349
4056600,10.1,7.7031,30.1,2.7890000000000006
2008400,9.9,8.575,22.9,3.4370000000000003
3013800,9.7,6.095,26.2,1.1669999999999998
3083200,12,6.5406,21.8,0
3070600,9.2,11.2557,9.1635,0
5014607,9.4,9.5114,6.3,2.431
1018500,8.2,12.9194,46.253699999999995,4.569000000000001
4081800,11,6.9262,31.4,2.7750000000000004
4074500,8.8,4.4006,42.9,4.494
2023702,11.2,3.7734,34.6,3.182
2040303,10.3,3.7043,25,3.8649999999999998
3067400,11.3,10.0139,14.9,3.6310000000000002
3014700,8.8,9.7589,32,4.404
4028900,7.5,6.8089,33.7025,2.917
4088400,9.4,9.0977,29.2334,1.8840000000000001
1004900,8.1,9.6287,38.2,4.362
3044300,8.3,5.0263,16.2,2.6239999999999997
3037000,8.8,5.7888,20.209199999999996,2.63
3055100,8.1,8.9073,23.9,3.8939999999999997
3036700,11.6,5.4432,23.557399999999998,4.529
1006900,8.1,25,38.1618,4.379
5022600,8.8,12.2917,6.3,3.0489999999999995
1018600,11.8,3.46,29.4016,2.126
2038301,11.3,4.3155,34.6,2.162
4060300,8.9,8.9375,19.6,3.693
3027500,11.1,8.2069,21.7,0
2016600,9.3,7.8333,26.5,4.148
3093600,11.6,6.3929,21.8,1.543
4010500,9.1,6.5551,16.7,3.905
4039900,8.6,7.0282,35.192600000000006,3.555
5001100,10.1,4.8082,10.7,3.479
2007400,11.1,3.9537,22.9,2.037
4004002,8.9,6.4196,31.4,4.251
4050500,7.8,7.2,19.6,3.877
4050202,11.7,7.6313,16,1.201
3046202,9.9,6.125,25.8,3.3070000000000004
1020102,10,7.775,29.4,1.323
4045800,7.1,7.2772,34.281699999999994,1.355
4120500,8,2.4826,19.5,3.274
2022800,10,5.8431,13,2.257
3054800,9.1,7.125,22.0164,1.6300000000000001
1002601,9.1,4.541,49.5,0
4068300,7.2,5.1491,36.206700000000005,4.26
1015602,9.2,7.2643,59.5856,4.8149999999999995
1008603,7.8,17.0781,67.2975,3.981
1026300,8.9,4.2045,45.9,4.673
3011900,8.8,9.3854,24.8072,4.159000000000001
5011402,9,8.375,11.1,3.9969999999999994
4086900,7.4,3,19.5,4.492999999999999
2032300,8.9,8.5448,15.4,0
4036600,11.6,6.8264,16,4.144
1017000,9.3,3.6032,59.6,4.723
4032700,7.6,5.8145,33.7,1.948
1005400,7.9,17.3309,28.3099,4.106
1000201,9.5,2.95,49.401,0.117
3054400,10.1,6.0707,19.505399999999998,1.362
1011100,8.2,11.2917,48.67960000000001,4.845
4013800,8.3,6.8125,19.5,2.8400000000000003
4014100,8.9,6.6923,16.7,4.339
3018300,8.9,12.6507,42.5,4.197
5020804,9.1,10.2857,6.3,3.9979999999999993
4062600,11.5,8.3083,30.1,2.9459999999999997
3043100,9.2,5.7111,16.2,3.82
3021600,10.3,4.8716,25.8,0
4053401,11.2,9.2961,30.1,4.077
1003300,7.8,22.3438,34.5,4.943
4005500,8,7.1628,16.7,3.1599999999999997
2020601,9.9,4.8367000000000004,26.4964,4.374
3002200,9,4.1811,31.3272,4.3759999999999994
4129102,7.9,11.8824,30.203999999999997,3.1410000000000005
3012902,8.7,12.7159,27.2285,4.161
3087200,11.9,5.5902,21.8,4.122
1023900,10.8,3.9095,45.8934,4.539000000000001
1014200,7.9,19.1417,54.8,4.192
4048300,7.1,6.3811,39.198800000000006,3.3649999999999998
4046100,7.9,6.5547,36.2,1.98
3040300,11.4,6.0855,16.208699999999997,3.8
4152902,7.8,7.5702,30.1999,1.359
2034300,9.7,7.8869,15.4,3.8129999999999997
4015600,10.1,6.9152,19.5476,0.024
4058200,11.4,10.0505,30.1,3.1310000000000002
3090200,13.3,3.6583,24.9,2.151
3035300,11.8,4.7321,23.1518,1.372
2014400,11.6,2.2095,26.5,2.5460000000000003
1007300,8,11.9926,38.2,4.5569999999999995
4063900,9,7.7179,28.6282,4.759
2000200,10,5.11,22.8771,0.8170000000000001
3024800,9.1,4.994,17.8,2.9699999999999998
4069300,8.3,6.2476,42.9,3.656
2026702,10.6,3.5557,15.409600000000001,0.933
4083700,7.4,5.3707,19.5148,3.1410000000000005
3086600,12.3,5.3032,21.8,4.4079999999999995
1020600,11.4,3.1625,59.6,4.759
2046201,11.4,5.2601,25.951900000000002,2.313
1012400,7.9,12.8415,54.7452,2.759
4012000,8.9,6.2105,19.5,2.561
3022900,10.6,8.3043,21.7,2.954
1026700,8.4,4.3542,45.9,2.168
4028500,8.2,7.8508,33.7025,2.596
3055300,8.2,12.0069,23.9,3.6319999999999997
3083400,12.1,5.3578,21.8,0
2036300,12,2.2226,32.5,3.5380000000000003
3057400,8.2,8.5673,22.2,3.121
3041300,10.8,6.375,16.2,1.242
3101000,10.9,7.8583,14.9,0
3006800,9.4,5.6768,26.2,0.28900000000000003
4103900,8.1,7.7993,19.5,2.532
3010200,8.7,5.6082,32,3.1599999999999997
3118202,9.2,5.75,20,0.006
2006200,12.6,2.5206,22.9,3.184
3114600,10.5,3.5109,20,1.88
4047100,7.2,4.7083,36.2,2.94
2022102,11.3,3.2792,32.3,2.232
5007500,10.1,6.5833,10.7,4.519
4046600,9.1,6.3284,34.1719,3.386
3031100,12.4,3.7014,25.1,3.5869999999999997
4001000,8.4,9.7702,19.5,0.044
3029300,11.9,4.2238,21.7,0
2039901,11.2,2.8049,25.0288,3.4990000000000006
2011900,11.9,2.8988,16.6,4.493
3091600,13.4,1.832,24.9,0.751
2004400,12.9,1.7297,22.9,4.061999999999999
2011700,11.8,2.1595,16.6,3.7569999999999997
3059200,9,5.3177,22.2,0.21100000000000002
4099802,11.3,4.3961,6.7863999999999995,0.02
5020801,9.7,10.0543,6.3,3.603
4066000,11.3,6.8403,30.1,0.032
4042700,8.8,6.3781,36.2,3.686
2038302,12.9,2.0519,33.583600000000004,4.745
3020500,9.2,12.3274,25.1,0.9690000000000001
3050600,11.1,5.9882,19.5,4.813
2026601,9.7,6.0357,26.5,3.746
5000700,11.6,3.7952,10.7,4.139
3026400,8.9,4.8942,17.8,0
4059900,9.2,6.5446,19.6,0.145
1020101,8.9,13.875,43.7,4.452
4050201,11.2,7.125,16,0.44099999999999995
2028800,9,7.4459,13,3.8080000000000003
2042901,10.2,4.0024,24.9784,4.477
3044400,9.8,5.1975,25.8,1.883
3018200,8.7,5.3625,17.8,0.8260000000000001
1008601,7.4,15.8125,67.23,4.680999999999999
4068200,11.2,8.9,30.1,3.5140000000000002
