year,uniqueid,data_value,low_confidence_limit,high_confidence_limit,populationcount,geolocation,tractfips,boro_code,boro,tract_code
2017,3651000-36081032700,7.6,7.1,8.1,4255,"
,  
(40.758436421, -73.8854176291)",36081032700,081,Queens,032700
2017,3651000-36061005400,7.9,7.5,8.4,4536,"
,  
(40.7388112198, -73.9936779629)",36061005400,061,Manhattan,005400
2017,3651000-36061000201,9.5,9,9.9,3058,"
,  
(40.7094999258, -73.9855883888)",36061000201,061,Manhattan,000201
2017,3651000-36047054400,10.1,9.3,11,3406,"
,  
(40.61321958, -73.9571904059)",36047054400,047,Brooklyn,054400
2017,3651000-36061011100,8.2,7.8,8.7,3512,"
,  
(40.7546436632, -73.9953876455)",36061011100,061,Manhattan,011100
2017,3651000-36081013800,8.3,7.9,8.6,3604,"
,  
(40.7065698203, -73.825145472)",36081013800,081,Queens,013800
2017,3651000-36081014100,8.9,8.4,9.4,1621,"
,  
(40.766983136, -73.9066859834)",36081014100,081,Queens,014100
2017,3651000-36047018300,8.9,8.4,9.5,2500,"
,  
(40.6913760099, -73.9714779038)",36047018300,047,Brooklyn,018300
2017,3651000-36085020804,9.1,8.7,9.5,5323,"
,  
(40.5358038183, -74.1995331049)",36085020804,085,Staten Island,020804
2017,3651000-36081062600,11.5,10.8,12.4,2620,"
,  
(40.6819819149, -73.7481272842)",36081062600,081,Queens,062600
2017,3651000-36047043100,9.2,8.4,10.1,5113,"
,  
(40.6996605316, -73.9196980036)",36047043100,047,Brooklyn,043100
2017,3651000-36047021600,10.3,9.5,11.1,4015,"
,  
(40.6327946894, -73.9997692598)",36047021600,047,Brooklyn,021600
2017,3651000-36081053401,11.2,10.5,11.9,1907,"
,  
(40.6998219849, -73.7441553167)",36081053401,081,Queens,053401
2017,3651000-36061003300,7.8,7.5,8.3,5156,"
,  
(40.7188641856, -74.006146699)",36061003300,061,Manhattan,003300
2017,3651000-36081005500,8,7.7,8.5,1067,"
,  
(40.7537948812, -73.9277887658)",36081005500,081,Queens,005500
2017,3651000-36005020601,9.9,9.4,10.3,3050,"
,  
(40.8366232687, -73.8505250785)",36005020601,005,Bronx,020601
2017,3651000-36047002200,9,8.5,9.5,4613,"
,  
(40.6434736426, -74.021711521)",36047002200,047,Brooklyn,002200
2017,3651000-36081129102,7.9,7.6,8.4,3341,"
,  
(40.7316086379, -73.7544173546)",36081129102,081,Queens,129102
2017,3651000-36047012902,8.7,8.2,9.5,1964,"
,  
(40.6807693217, -73.9760266354)",36047012902,047,Brooklyn,012902
2017,3651000-36047087200,11.9,11.2,12.8,2868,"
,  
(40.6536753947, -73.9366498106)",36047087200,047,Brooklyn,087200
2017,3651000-36061023900,10.8,10.1,11.4,2371,"
,  
(40.832340859, -73.9410559158)",36061023900,061,Manhattan,023900
2017,3651000-36061014200,7.9,7.6,8.3,4462,"
,  
(40.7772742259, -73.9614256344)",36061014200,061,Manhattan,014200
2017,3651000-36081048300,7.1,6.8,7.5,4047,"
,  
(40.7417066488, -73.8927448296)",36081048300,081,Queens,048300
2017,3651000-36081046100,7.9,7.4,8.3,3089,"
,  
(40.7417148119, -73.8712655404)",36081046100,081,Queens,046100
2017,3651000-36047040300,11.4,10.7,12.3,3538,"
,  
(40.6845226138, -73.9082093797)",36047040300,047,Brooklyn,040300
2017,3651000-36081152902,7.8,7.4,8.3,5126,"
,  
(40.7593014178, -73.7239522634)",36081152902,081,Queens,152902
2017,3651000-36005034300,9.7,9.1,10.2,1649,"
,  
(40.9096678669, -73.8981695225)",36005034300,005,Bronx,034300
2017,3651000-36081015600,10.1,9.6,10.5,3218,"
,  
(40.690347617, -73.8206025336)",36081015600,081,Queens,015600
2017,3651000-36081058200,11.4,10.7,12.2,4490,"
,  
(40.7069890304, -73.7375537706)",36081058200,081,Queens,058200
2017,3651000-36047090200,13.3,12.4,14.3,3451,"
,  
(40.6675531564, -73.9150074347)",36047090200,047,Brooklyn,090200
2017,3651000-36047035300,11.8,11,12.7,5161,"
,  
(40.6685796733, -73.9353139133)",36047035300,047,Brooklyn,035300
2017,3651000-36005014400,11.6,11,12.4,5880,"
,  
(40.8212371811, -73.8233669144)",36005014400,005,Bronx,014400
2017,3651000-36061007300,8,7.7,8.4,6215,"
,  
(40.7341146438, -74.0041065056)",36061007300,061,Manhattan,007300
2017,3651000-36081063900,9,8.5,9.6,2747,"
,  
(40.7038548518, -73.8570004535)",36081063900,081,Queens,063900
2017,3651000-36005000200,10,9.5,10.7,4334,"
,  
(40.8058875204, -73.8600033082)",36005000200,005,Bronx,000200
2017,3651000-36047024800,9.1,8.5,9.7,2698,"
,  
(40.6213629445, -73.9899931427)",36047024800,047,Brooklyn,024800
2017,3651000-36081069300,8.3,7.9,8.7,2883,"
,  
(40.7288259646, -73.8632814289)",36081069300,081,Queens,069300
2017,3651000-36005026702,10.6,9.8,11.4,7040,"
,  
(40.8722603549, -73.9001321392)",36005026702,005,Bronx,026702
2017,3651000-36081083700,7.4,6.9,7.9,5388,"
,  
(40.7447904298, -73.8197989518)",36081083700,081,Queens,083700
2017,3651000-36047086600,12.3,11.5,13.2,3149,"
,  
(40.6563750638, -73.9267615551)",36047086600,047,Brooklyn,086600
2017,3651000-36061020600,11.4,10.9,12,2942,"
,  
(40.8082916776, -73.9387852642)",36061020600,061,Manhattan,020600
2017,3651000-36005046201,11.4,10.9,12.1,26588,"
,  
(40.8743832507, -73.827332985)",36005046201,005,Bronx,046201
2017,3651000-36061012400,7.9,7.6,8.5,10218,"
,  
(40.7663227675, -73.9528060465)",36061012400,061,Manhattan,012400
2017,3651000-36081012000,8.9,8.5,9.4,2487,"
,  
(40.6915361964, -73.8286702424)",36081012000,081,Queens,012000
2017,3651000-36047022900,10.6,10.1,11.1,3395,"
,  
(40.6851316994, -73.9567615517)",36047022900,047,Brooklyn,022900
2017,3651000-36061026700,8.4,7.4,10.1,2173,"
,  
(40.8502184884, -73.928707961)",36061026700,061,Manhattan,026700
2017,3651000-36081028500,8.2,7.7,8.7,4729,"
,  
(40.7514812246, -73.8871140936)",36081028500,081,Queens,028500
2017,3651000-36047055300,8.2,7.8,8.8,2596,"
,  
(40.7164575616, -73.95923575)",36047055300,047,Brooklyn,055300
2017,3651000-36047083400,12.1,11.3,12.9,1701,"
,  
(40.6415499126, -73.9384750969)",36047083400,047,Brooklyn,083400
2017,3651000-36005036300,12,11.1,13,7509,"
,  
(40.8445640975, -73.8827621529)",36005036300,005,Bronx,036300
2017,3651000-36047057400,8.2,7.7,8.8,2657,"
,  
(40.6011498877, -73.944338472)",36047057400,047,Brooklyn,057400
2017,3651000-36047041300,10.8,10.4,11.2,3822,"
,  
(40.6898145947, -73.9106200134)",36047041300,047,Brooklyn,041300
2017,3651000-36047101000,10.9,10.3,11.6,2318,"
,  
(40.6360281733, -73.8949720384)",36047101000,047,Brooklyn,101000
2017,3651000-36047006800,9.4,8.9,9.8,4870,"
,  
(40.6351749121, -74.0262304314)",36047006800,047,Brooklyn,006800
2017,3651000-36081103900,8.1,7.7,8.6,6151,"
,  
(40.7840574804, -73.8190341685)",36081103900,081,Queens,103900
2017,3651000-36047010200,8.7,8.1,9.2,5622,"
,  
(40.6392844396, -74.0127872038)",36047010200,047,Brooklyn,010200
2017,3651000-36047118202,9.2,8.7,9.8,3083,"
,  
(40.6886646351, -73.8690020605)",36047118202,047,Brooklyn,118202
2017,3651000-36005006200,12.6,11.8,13.4,6585,"
,  
(40.8332811263, -73.8754495039)",36005006200,005,Bronx,006200
2017,3651000-36047114600,10.5,9.8,11.2,2998,"
,  
(40.6792065618, -73.8923418096)",36047114600,047,Brooklyn,114600
2017,3651000-36081047100,7.2,6.7,7.6,4425,"
,  
(40.7409849641, -73.8765639925)",36081047100,081,Queens,047100
2017,3651000-36005022102,11.3,10.3,12.2,5488,"
,  
(40.8376822597, -73.916077418)",36005022102,005,Bronx,022102
2017,3651000-36085007500,10.1,9.5,10.6,3914,"
,  
(40.633598701, -74.0909456815)",36085007500,085,Staten Island,007500
2017,3651000-36081046600,9.1,8.6,9.5,3058,"
,  
(40.7140298125, -73.7850167377)",36081046600,081,Queens,046600
2017,3651000-36047031100,12.4,11.7,13.2,2833,"
,  
(40.6764142736, -73.9390102488)",36047031100,047,Brooklyn,031100
2017,3651000-36081001000,8.4,7.9,8.9,3502,"
,  
(40.6907492803, -73.8592986993)",36081001000,081,Queens,001000
2017,3651000-36047029300,11.9,11.1,12.7,3106,"
,  
(40.6874967696, -73.9329581493)",36047029300,047,Brooklyn,029300
2017,3651000-36005039901,11.2,10.6,11.9,5228,"
,  
(40.8635348705, -73.8936412834)",36005039901,005,Bronx,039901
2017,3651000-36005011900,11.9,11.2,12.7,5698,"
,  
(40.8232905497, -73.8895983655)",36005011900,005,Bronx,011900
2017,3651000-36047091600,13.4,12.7,14.3,4325,"
,  
(40.6591038261, -73.9091012552)",36047091600,047,Brooklyn,091600
2017,3651000-36005004400,12.9,12.1,13.7,4797,"
,  
(40.8265304094, -73.8663676499)",36005004400,005,Bronx,004400
2017,3651000-36005011700,11.8,11,12.7,1585,"
,  
(40.809064603, -73.8746575322)",36005011700,005,Bronx,011700
2017,3651000-36047059200,9,8.6,9.5,3870,"
,  
(40.5923379864, -73.9514508414)",36047059200,047,Brooklyn,059200
2017,3651000-36081099802,11.3,10.5,12.2,5283,"
,  
(40.5900350511, -73.7585068718)",36081099802,081,Queens,099802
2017,3651000-36085020801,9.7,9.1,10.4,8977,"
,  
(40.5487051247, -74.2097513741)",36085020801,085,Staten Island,020801
2017,3651000-36081066000,11.3,10.6,12.1,3233,"
,  
(40.6585725232, -73.7333705174)",36081066000,081,Queens,066000
2017,3651000-36081042700,8.8,8.1,9.5,4604,"
,  
(40.7437236615, -73.8538211288)",36081042700,081,Queens,042700
2017,3651000-36005038302,12.9,12.2,13.6,6106,"
,  
(40.8574500059, -73.8950076067)",36005038302,005,Bronx,038302
2017,3651000-36047020500,9.2,8.7,9.8,2469,"
,  
(40.6774754552, -73.9657036993)",36047020500,047,Brooklyn,020500
2017,3651000-36047050600,11.1,10.7,11.7,6016,"
,  
(40.6489784116, -73.9668580019)",36047050600,047,Brooklyn,050600
2017,3651000-36005026601,9.7,9.2,10.3,2911,"
,  
(40.8474444084, -73.8341393497)",36005026601,005,Bronx,026601
2017,3651000-36085000700,11.6,11,12.4,4915,"
,  
(40.6480202825, -74.0810376503)",36085000700,085,Staten Island,000700
2017,3651000-36047026400,8.9,8.5,9.3,4592,"
,  
(40.6148678547, -73.9974815634)",36047026400,047,Brooklyn,026400
2017,3651000-36081059900,9.2,8.7,9.8,1525,"
,  
(40.7172449068, -73.902131972)",36081059900,081,Queens,059900
2017,3651000-36061020101,8.9,8.3,9.4,1731,"
,  
(40.806435516, -73.9602048376)",36061020101,061,Manhattan,020101
2017,3651000-36081050201,11.2,10.5,12.1,1410,"
,  
(40.7088032072, -73.7648968595)",36081050201,081,Queens,050201
2017,3651000-36005028800,9,8.6,9.6,3097,"
,  
(40.8542920531, -73.8514783634)",36005028800,005,Bronx,028800
2017,3651000-36005042901,10.2,9.7,10.9,3420,"
,  
(40.8749498677, -73.8742924794)",36005042901,005,Bronx,042901
2017,3651000-36047044400,9.8,9,10.6,3336,"
,  
(40.6157674301, -73.9693219686)",36047044400,047,Brooklyn,044400
2017,3651000-36047018200,8.7,8.2,9.2,3163,"
,  
(40.6124597134, -74.0026812815)",36047018200,047,Brooklyn,018200
2017,3651000-36061008601,7.4,7.1,7.8,2618,"
,  
(40.7441312742, -73.9667158728)",36061008601,061,Manhattan,008601
2017,3651000-36081068200,11.2,10.5,12.1,1102,"
,  
(40.6677913293, -73.7504081342)",36081068200,081,Queens,068200
2017,3651000-36081101700,8.4,7.9,8.9,5689,"
,  
(40.7797814347, -73.7982488125)",36081101700,081,Queens,101700
2017,3651000-36061001502,8,7.6,8.7,7476,"
,  
(40.7051601892, -74.0030045068)",36061001502,061,Manhattan,001502
2017,3651000-36081061000,10.8,10.2,11.5,1268,"
,  
(40.6901772821, -73.7432572367)",36081061000,081,Queens,061000
2017,3651000-36047080200,11.8,11.2,12.7,4304,"
,  
(40.6576398713, -73.9534407195)",36047080200,047,Brooklyn,080200
2017,3651000-36081044301,9.2,8.5,9.9,4033,"
,  
(40.7407330167, -73.8594543517)",36081044301,081,Queens,044301
2017,3651000-36047022100,10.6,10.1,11.2,3609,"
,  
(40.6761330562, -73.9543631704)",36047022100,047,Brooklyn,022100
2017,3651000-36047102200,10.8,10.1,11.6,2075,"
,  
(40.6364412923, -73.8900105785)",36047102200,047,Brooklyn,102200
2017,3651000-36061030900,9.9,9.3,10.6,8463,"
,  
(40.8758391338, -73.9104053961)",36061030900,061,Manhattan,030900
2017,3651000-36047063200,9.1,8.5,9.8,1447,"
,  
(40.5997604071, -73.9315683438)",36047063200,047,Brooklyn,063200
2017,3651000-36081028300,7.8,7.4,8.3,7415,"
,  
(40.751173783, -73.8848654563)",36081028300,081,Queens,028300
2017,3651000-36081156700,9.2,8.7,9.6,1790,"
,  
(40.7403750428, -73.7297122889)",36081156700,081,Queens,156700
2017,3651000-36081040300,8.3,7.6,9.2,6777,"
,  
(40.7506523422, -73.8604325905)",36081040300,081,Queens,040300
2017,3651000-36005040900,11.5,10.9,12.2,3637,"
,  
(40.8767768925, -73.8931385995)",36005040900,005,Bronx,040900
2017,3651000-36081099701,8,7.7,8.3,2670,"
,  
(40.7809158363, -73.790032116)",36081099701,081,Queens,099701
2017,3651000-36005007800,10.5,9.8,11.2,6418,"
,  
(40.8291525757, -73.8528038077)",36005007800,005,Bronx,007800
2017,3651000-36047014300,8.4,8,9,3487,"
,  
(40.6636240171, -73.9926592716)",36047014300,047,Brooklyn,014300
2017,3651000-36005020100,11.9,11.1,12.7,4013,"
,  
(40.8420908098, -73.927002696)",36005020100,005,Bronx,020100
2017,3651000-36047036400,8.7,8.2,9.3,2405,"
,  
(40.580161381, -73.9638639843)",36047036400,047,Brooklyn,036400
2017,3651000-36047016100,8.6,8.2,9.2,3075,"
,  
(40.6798885644, -73.9731894708)",36047016100,047,Brooklyn,016100
2017,3651000-36081073900,7.7,7.3,8.2,5028,"
,  
(40.7236917717, -73.8442823645)",36081073900,081,Queens,073900
2017,3651000-36005024600,9.7,9.2,10.2,2058,"
,  
(40.8516098708, -73.8611556934)",36005024600,005,Bronx,024600
2017,3651000-36061010000,7.6,7.3,8,1992,"
,  
(40.7580652881, -73.9712317891)",36061010000,061,Manhattan,010000
2017,3651000-36081017600,11.6,10.9,12.2,2143,"
,  
(40.6788389935, -73.8096611387)",36081017600,081,Queens,017600
2017,3651000-36061022600,11.2,10.6,11.8,3778,"
,  
(40.813430455, -73.9448116214)",36061022600,061,Manhattan,022600
2017,3651000-36047027900,11.9,11,13,3674,"
,  
(40.6897593484, -73.939344585)",36047027900,047,Brooklyn,027900
2017,3651000-36061015300,7.8,7.5,8.2,9320,"
,  
(40.7748578057, -73.9806658142)",36061015300,061,Manhattan,015300
2017,3651000-36047024200,10.3,9.6,11,2984,"
,  
(40.6258677605, -73.992809907)",36047024200,047,Brooklyn,024200
2017,3651000-36081090700,8.6,8.3,8.9,1355,"
,  
(40.7733180595, -73.8394111936)",36081090700,081,Queens,090700
2017,3651000-36047111600,12.6,11.9,13.5,3484,"
,  
(40.6638631981, -73.8756882008)",36047111600,047,Brooklyn,111600
2017,3651000-36061015802,8.6,8.2,9.2,3346,"
,  
(40.7865243407, -73.9504650127)",36061015802,061,Manhattan,015802
2017,3651000-36061009300,8.2,7.9,8.5,8780,"
,  
(40.7471119001, -74.0008752579)",36061009300,061,Manhattan,009300
2017,3651000-36081033700,7.8,7.4,8.2,3619,"
,  
(40.7587307566, -73.8826280684)",36081033700,081,Queens,033700
2017,3651000-36047030400,8.7,8.4,9.2,4281,"
,  
(40.5907312891, -73.9979713991)",36047030400,047,Brooklyn,030400
2017,3651000-36005035800,12.1,11.3,13,7166,"
,  
(40.8739752354, -73.8426047805)",36005035800,005,Bronx,035800
2017,3651000-36047065600,9.3,8.8,9.9,1708,"
,  
(40.6130109402, -73.9349822585)",36047065600,047,Brooklyn,065600
2017,3651000-36081097203,13.1,12.4,13.8,6865,"
,  
(40.6023655414, -73.7803175991)",36081097203,081,Queens,097203
2017,3651000-36081139900,7.2,6.8,7.6,1744,"
,  
(40.7498759046, -73.7624490457)",36081139900,081,Queens,139900
2017,3651000-36061017401,11,10.3,11.7,5248,"
,  
(40.7948875342, -73.9485760091)",36061017401,061,Manhattan,017401
2017,3651000-36047053800,9.9,9.2,10.6,4473,"
,  
(40.6181982721, -73.9568350194)",36047053800,047,Brooklyn,053800
2017,3651000-36047028700,10.5,10.1,11,2991,"
,  
(40.6956337499, -73.935420739)",36047028700,047,Brooklyn,028700
2017,3651000-36047005602,8.9,8.4,9.6,1586,"
,  
(40.6107279744, -74.0396344465)",36047005602,047,Brooklyn,005602
2017,3651000-36081129104,8,7.6,8.5,4102,"
,  
(40.7380983202, -73.7501560764)",36081129104,081,Queens,129104
2017,3651000-36081061900,9.3,8.6,10,2783,"
,  
(40.7097833879, -73.8770926054)",36081061900,081,Queens,061900
2017,3651000-36081016100,8.3,7.8,8.8,2377,"
,  
(40.7550818783, -73.9145862316)",36081016100,081,Queens,016100
2017,3651000-36081018502,8.3,8,8.7,3633,"
,  
(40.7405546062, -73.9220647161)",36081018502,081,Queens,018502
2017,3651000-36005017901,11,10.2,11.7,4677,"
,  
(40.834834969, -73.9151866259)",36005017901,005,Bronx,017901
2017,3651000-36081118900,7.3,6.8,7.9,2468,"
,  
(40.756505499, -73.8126135485)",36081118900,081,Queens,118900
2017,3651000-36081157902,7.3,7,7.7,3836,"
,  
(40.7415842699, -73.7119995735)",36081157902,081,Queens,157902
2017,3651000-36061003900,8,7.7,8.4,5860,"
,  
(40.7217012069, -74.0145956009)",36061003900,061,Manhattan,003900
2017,3651000-36047096800,11.2,10.5,12,1471,"
,  
(40.6441418124, -73.9038769148)",36047096800,047,Brooklyn,096800
2017,3651000-36047053300,11.7,10.6,13,6566,"
,  
(40.7037756404, -73.9573648691)",36047053300,047,Brooklyn,053300
2017,3651000-36085015601,9.1,8.8,9.5,6330,"
,  
(40.5421524483, -74.154577726)",36085015601,085,Staten Island,015601
2017,3651000-36047005201,9,8.2,9.9,1829,"
,  
(40.6215052572, -74.0435814404)",36047005201,047,Brooklyn,005201
2017,3651000-36081050700,8.5,8,9,3442,"
,  
(40.7269681044, -73.8816200867)",36081050700,081,Queens,050700
2017,3651000-36081002600,8.8,8.5,9.1,2055,"
,  
(40.6972603414, -73.8430922159)",36081002600,081,Queens,002600
2017,3651000-36047007100,10.8,10.2,11.4,4495,"
,  
(40.6833089623, -73.9871672319)",36047007100,047,Brooklyn,007100
2017,3651000-36061016300,8.1,7.8,8.4,6624,"
,  
(40.7839684834, -73.9871818769)",36061016300,061,Manhattan,016300
2017,3651000-36047021200,9.2,8.7,9.6,4643,"
,  
(40.6294745216, -74.005850104)",36047021200,047,Brooklyn,021200
2017,3651000-36061021000,12.3,11.4,13.2,6637,"
,  
(40.8139472439, -73.9346485178)",36061021000,061,Manhattan,021000
2017,3651000-36081010300,8.6,8.1,9.3,3934,"
,  
(40.7814851471, -73.9154037948)",36081010300,081,Queens,010300
2017,3651000-36047037700,12.3,11.4,13.3,3660,"
,  
(40.6840882569, -73.9201875603)",36047037700,047,Brooklyn,037700
2017,3651000-36005033700,9,8.5,9.6,2357,"
,  
(40.9062278048, -73.9025218312)",36005033700,005,Bronx,033700
2017,3651000-36081117100,7.7,7.3,8.1,2743,"
,  
(40.7632516459, -73.8057040931)",36081117100,081,Queens,117100
2017,3651000-36081072300,7.3,6.9,7.7,2127,"
,  
(40.7162394147, -73.8477447016)",36081072300,081,Queens,072300
2017,3651000-36081026901,7.6,7.2,8.1,5304,"
,  
(40.7468743745, -73.8822113879)",36081026901,081,Queens,026901
2017,3651000-36047076800,9.4,8.8,10.1,3407,"
,  
(40.618804198, -73.9608016669)",36047076800,047,Brooklyn,076800
2017,3651000-36005014900,12.2,11.4,13,4591,"
,  
(40.8326133979, -73.901478057)",36005014900,005,Bronx,014900
2017,3651000-36081055200,9.5,9.1,9.9,3064,"
,  
(40.7278217446, -73.7495823766)",36081055200,081,Queens,055200
2017,3651000-36081015100,8.3,7.8,8.8,2794,"
,  
(40.7601669837, -73.910844307)",36081015100,081,Queens,015100
2017,3651000-36085025100,9.1,8.8,9.5,5714,"
,  
(40.6180409275, -74.1460327637)",36085025100,085,Staten Island,025100
2017,3651000-36047051601,12.1,11.3,13,5732,"
,  
(40.6386246546, -73.9567096382)",36047051601,047,Brooklyn,051601
2017,3651000-36081010100,8.5,8,9.2,2552,"
,  
(40.778403223, -73.9162557464)",36081010100,081,Queens,010100
2017,3651000-36005006700,12.3,11.6,12.9,6984,"
,  
(40.8195022673, -73.9181767444)",36005006700,005,Bronx,006700
2017,3651000-36005051600,9.3,8.8,10,4362,"
,  
(40.8470414005, -73.778934271)",36005051600,005,Bronx,051600
2017,3651000-36081044601,9.5,9,10,3367,"
,  
(40.7049596853, -73.7977925867)",36081044601,081,Queens,044601
2017,3651000-36081020800,10,9.5,10.4,2539,"
,  
(40.6984296225, -73.8068298941)",36081020800,081,Queens,020800
2017,3651000-36005001600,11.3,10.6,12.1,5643,"
,  
(40.8188477982, -73.8580763586)",36005001600,005,Bronx,001600
2017,3651000-36081080900,8.7,8.3,9.2,6850,"
,  
(40.733885465, -73.8223402115)",36081080900,081,Queens,080900
2017,3651000-36005018302,11.7,11.1,12.4,3647,"
,  
(40.8279119408, -73.9187520838)",36005018302,005,Bronx,018302
2017,3651000-36061013100,7.6,7.2,8.1,2816,"
,  
(40.7623458142, -73.9823534193)",36061013100,061,Manhattan,013100
2017,3651000-36047001500,9.7,9.2,10.4,3521,"
,  
(40.6942748972, -73.9830225048)",36047001500,047,Brooklyn,001500
2017,3651000-36005029302,8.8,8.4,9.4,5052,"
,  
(40.8792851022, -73.9158388449)",36005029302,005,Bronx,029302
2017,3651000-36081070700,7.5,7.1,7.9,2303,"
,  
(40.7150576227, -73.8555544986)",36081070700,081,Queens,070700
2017,3651000-36081063200,11.3,10.7,12.1,2134,"
,  
(40.6765190821, -73.7405120066)",36081063200,081,Queens,063200
2017,3651000-36047033000,12.3,11.6,13.2,4587,"
,  
(40.5797136205, -73.9984578827)",36047033000,047,Brooklyn,033000
2017,3651000-36081120100,7.7,7.2,8.2,1668,"
,  
(40.7532121193, -73.8140593304)",36081120100,081,Queens,120100
2017,3651000-36085003900,9.5,9,10,2197,"
,  
(40.6211881887, -74.0933499872)",36085003900,085,Staten Island,003900
2017,3651000-36081051300,8.2,7.9,8.7,2367,"
,  
(40.7318897287, -73.897513673)",36081051300,081,Queens,051300
2017,3651000-36085013800,9.2,8.6,9.9,6535,"
,  
(40.5704888839, -74.1318815793)",36085013800,085,Staten Island,013800
2017,3651000-36081039400,11.5,10.8,12.3,2814,"
,  
(40.6896366273, -73.7587814973)",36081039400,081,Queens,039400
2017,3651000-36047110600,13.8,12.7,14.9,4311,"
,  
(40.6573141863, -73.8842980954)",36047110600,047,Brooklyn,110600
2017,3651000-36081147900,7.7,7.3,8.1,4241,"
,  
(40.769566122, -73.7423053004)",36081147900,081,Queens,147900
2017,3651000-36085017012,9.3,8.7,9.9,4279,"
,  
(40.5529548266, -74.1737879276)",36085017012,085,Staten Island,017012
2017,3651000-36005006000,9.8,9.1,10.7,1129,"
,  
(40.8377032467, -73.8780436172)",36005006000,005,Bronx,006000
2017,3651000-36047057900,9.3,8.7,10.1,1117,"
,  
(40.7343727387, -73.9485423636)",36047057900,047,Brooklyn,057900
2017,3651000-36047037900,12.7,11.6,13.8,3706,"
,  
(40.6804988921, -73.9193656895)",36047037900,047,Brooklyn,037900
2017,3651000-36081024900,7.7,7.4,8.2,5546,"
,  
(40.7432068553, -73.9042264438)",36081024900,081,Queens,024900
2017,3651000-36081077907,9.5,8.9,10.3,3193,"
,  
(40.7249697561, -73.8184478263)",36081077907,081,Queens,077907
2017,3651000-36047040000,9,8.6,9.5,3069,"
,  
(40.5978087799, -73.9761352248)",36047040000,047,Brooklyn,040000
2017,3651000-36005023200,9.8,9.3,10.4,2661,"
,  
(40.8469745759, -73.8633164292)",36005023200,005,Bronx,023200
2017,3651000-36081014500,8.9,8.3,9.7,2246,"
,  
(40.7642809323, -73.9075079123)",36081014500,081,Queens,014500
2017,3651000-36005004001,9.9,9.5,10.5,1420,"
,  
(40.8282719134, -73.8583354818)",36005004001,005,Bronx,004001
2017,3651000-36047047800,10.3,9.8,10.9,4848,"
,  
(40.633398391, -73.9788744216)",36047047800,047,Brooklyn,047800
2017,3651000-36081049301,8.3,7.9,8.7,2134,"
,  
(40.7323708419, -73.8942498914)",36081049301,081,Queens,049301
2017,3651000-36061019500,8.1,7.7,8.6,8197,"
,  
(40.8042587595, -73.9711971425)",36061019500,061,Manhattan,019500
2017,3651000-36047031701,11.2,10.5,11.9,3433,"
,  
(40.6738669093, -73.9501240989)",36047031701,047,Brooklyn,031701
2017,3651000-36047041900,9.9,9.2,10.6,3770,"
,  
(40.6953232895, -73.9210331184)",36047041900,047,Brooklyn,041900
2017,3651000-36061013600,8.3,8,8.7,15344,"
,  
(40.772345044, -73.9472307912)",36061013600,061,Manhattan,013600
2017,3651000-36047003500,9.4,9,10,1554,"
,  
(40.6853252266, -73.9761802858)",36047003500,047,Brooklyn,003500
2017,3651000-36081055700,8.5,8.1,9.1,3915,"
,  
(40.6986895651, -73.8983146618)",36081055700,081,Queens,055700
2017,3651000-36005039500,11.5,10.7,12.4,4146,"
,  
(40.8481913393, -73.8967150494)",36005039500,005,Bronx,039500
2017,3651000-36061017800,9.3,8.9,9.7,3912,"
,  
(40.7938186624, -73.931990989)",36061017800,061,Manhattan,017800
2017,3651000-36081052600,11.9,11.1,12.9,1802,"
,  
(40.6970984914, -73.7597587256)",36081052600,081,Queens,052600
2017,3651000-36005038000,12.6,11.8,13.5,4585,"
,  
(40.8780935405, -73.8624415204)",36005038000,005,Bronx,038000
2017,3651000-36081145102,7.7,7.4,8,2468,"
,  
(40.7532399366, -73.7780994539)",36081145102,081,Queens,145102
2017,3651000-36047034500,12.5,11.7,13.4,2647,"
,  
(40.6732278885, -73.9336927158)",36047034500,047,Brooklyn,034500
2017,3651000-36047121400,13,12.2,13.9,4351,"
,  
(40.6674645834, -73.8651718732)",36047121400,047,Brooklyn,121400
2017,3651000-36061029100,9,8.3,9.9,11288,"
,  
(40.8643049347, -73.9239376046)",36061029100,061,Manhattan,029100
2017,3651000-36005007200,9.5,9,10.2,5432,"
,  
(40.8310452467, -73.8606984678)",36005007200,005,Bronx,007200
2017,3651000-36047048600,8.6,8.1,9.1,3568,"
,  
(40.6389191559, -73.978425201)",36047048600,047,Brooklyn,048600
2017,3651000-36047069200,10.9,10.2,11.7,2392,"
,  
(40.6236754861, -73.9200888196)",36047069200,047,Brooklyn,069200
2017,3651000-36061006100,8.3,7.9,8.9,5224,"
,  
(40.7337082497, -73.992324135)",36061006100,061,Manhattan,006100
2017,3651000-36005039100,10.5,9.9,11.2,6992,"
,  
(40.8531215311, -73.8871317723)",36005039100,005,Bronx,039100
2017,3651000-36047081400,12.3,11.5,13.2,2635,"
,  
(40.6536407694, -73.940238009)",36047081400,047,Brooklyn,081400
2017,3651000-36081092500,8.7,8.2,9.2,3681,"
,  
(40.7824822814, -73.8447663594)",36081092500,081,Queens,092500
2017,3651000-36005016200,10.2,9.5,10.9,1769,"
,  
(40.8288502454, -73.8217593504)",36005016200,005,Bronx,016200
2017,3651000-36061010601,8,7.5,8.6,7351,"
,  
(40.7567752544, -73.959966995)",36061010601,061,Manhattan,010601
