year,uniqueid,data_value,low_confidence_limit,high_confidence_limit,populationcount,geolocation,tractfips,boro_code,boro,tract_code
2017,3651000-36061022302,9.9,9.3,10.5,3385,"
,  
(40.8215847255, -73.9604346178)",36061022302,061,Manhattan,022302
2017,3651000-36081141700,7.3,7,7.6,4475,"
,  
(40.7447947625, -73.7916829232)",36081141700,081,Queens,141700
2017,3651000-36061015601,8.5,8.1,9.2,5345,"
,  
(40.7835685824, -73.9475024239)",36061015601,061,Manhattan,015601
2017,3651000-36005005200,11.8,11,12.6,2031,"
,  
(40.8256415999, -73.8824355793)",36005005200,005,Bronx,005200
2017,3651000-36061022200,10.7,10.1,11.5,2644,"
,  
(40.8083401807, -73.9487876199)",36061022200,061,Manhattan,022200
2017,3651000-36081051200,11.7,10.9,12.6,2619,"
,  
(40.7104101758, -73.7501194061)",36081051200,081,Queens,051200
2017,3651000-36047051800,10.3,9.7,10.8,3415,"
,  
(40.6379909092, -73.9607950796)",36047051800,047,Brooklyn,051800
2017,3651000-36061030700,8.6,8.2,9.1,3434,"
,  
(40.8712703825, -73.9166750122)",36061030700,061,Manhattan,030700
2017,3651000-36005046000,12.8,12.1,13.7,2741,"
,  
(40.882443851, -73.8426480673)",36005046000,005,Bronx,046000
2017,3651000-36085027705,9.3,8.8,10,5351,"
,  
(40.5882480003, -74.156981947)",36085027705,085,Staten Island,027705
2017,3651000-36047002100,7.8,7.4,8.4,3604,"
,  
(40.7030737313, -73.9868573476)",36047002100,047,Brooklyn,002100
2017,3651000-36047078400,11.4,10.6,12.2,2348,"
,  
(40.6342623844, -73.9429557809)",36047078400,047,Brooklyn,078400
2017,3651000-36005018301,10.9,10.3,11.6,4525,"
,  
(40.8286371613, -73.9208133184)",36005018301,005,Bronx,018301
2017,3651000-36061012700,7.8,7.5,8.2,6928,"
,  
(40.7622370156, -73.9898560468)",36061012700,061,Manhattan,012700
2017,3651000-36047033500,10.3,9.8,11,3139,"
,  
(40.6675940551, -73.9423884864)",36047033500,047,Brooklyn,033500
2017,3651000-36005040800,12,11.2,12.8,4263,"
,  
(40.8897426398, -73.8617419508)",36005040800,005,Bronx,040800
2017,3651000-36081070300,8.4,8,8.9,2010,"
,  
(40.7162763742, -73.8593342545)",36081070300,081,Queens,070300
2017,3651000-36081063301,9,8.5,9.7,1416,"
,  
(40.704480206, -73.8745728504)",36081063301,081,Queens,063301
2017,3651000-36085017011,9.4,8.8,10.1,4549,"
,  
(40.5456376325, -74.1702297021)",36085017011,085,Staten Island,017011
2017,3651000-36081094700,8.6,8.2,9.1,2577,"
,  
(40.7855737323, -73.8413733096)",36081094700,081,Queens,094700
2017,3651000-36047018400,8.7,8.2,9.1,2002,"
,  
(40.6137053779, -74.0071447456)",36047018400,047,Brooklyn,018400
2017,3651000-36081018101,8.3,7.8,8.8,4090,"
,  
(40.7444961635, -73.9241451181)",36081018101,081,Queens,018101
2017,3651000-36005024502,11.9,11,12.7,3640,"
,  
(40.8551013198, -73.9135610804)",36005024502,005,Bronx,024502
2017,3651000-36081040200,11.4,10.7,12.1,1368,"
,  
(40.7000316462, -73.7687629575)",36081040200,081,Queens,040200
2017,3651000-36085002001,9.1,8.5,9.6,2504,"
,  
(40.6070041485, -74.071018727)",36085002001,085,Staten Island,002001
2017,3651000-36047077600,11.1,10.4,11.8,3806,"
,  
(40.6309255192, -73.9411360818)",36047077600,047,Brooklyn,077600
2017,3651000-36081002000,8.2,7.8,8.8,1797,"
,  
(40.6913899776, -73.849533628)",36081002000,081,Queens,002000
2017,3651000-36047019900,9.5,9.1,10.1,2929,"
,  
(40.6840329074, -73.9669265049)",36047019900,047,Brooklyn,019900
2017,3651000-36047038300,11.9,11.2,12.8,3931,"
,  
(40.6845245635, -73.9262055682)",36047038300,047,Brooklyn,038300
2017,3651000-36047030900,13.2,12.4,14,1754,"
,  
(40.6760588241, -73.9329861212)",36047030900,047,Brooklyn,030900
2017,3651000-36081077906,8.4,8,8.9,3633,"
,  
(40.7293887878, -73.8187323173)",36081077906,081,Queens,077906
2017,3651000-36085007700,11,10.4,11.6,1535,"
,  
(40.6378663067, -74.0902676211)",36085007700,085,Staten Island,007700
2017,3651000-36081036500,9.2,8.6,9.9,3885,"
,  
(40.7595246748, -73.8656054869)",36081036500,081,Queens,036500
2017,3651000-36005032400,12,11.4,12.7,2957,"
,  
(40.8613415381, -73.8597051768)",36005032400,005,Bronx,032400
2017,3651000-36081033000,11.5,11,12.1,6170,"
,  
(40.670138865, -73.7637250341)",36081033000,081,Queens,033000
2017,3651000-36047112200,12.9,11.9,14,3371,"
,  
(40.6637279323, -73.8859222676)",36047112200,047,Brooklyn,112200
2017,3651000-36005032800,11.2,10.6,11.7,3979,"
,  
(40.8617367127, -73.8631301145)",36005032800,005,Bronx,032800
2017,3651000-36081055600,8.7,8.4,9,2153,"
,  
(40.7255506792, -73.7450033876)",36081055600,081,Queens,055600
2017,3651000-36047054300,8.4,8,8.9,327,"
,  
(40.7017572656, -73.9718459947)",36047054300,047,Brooklyn,054300
2017,3651000-36047122000,11.6,11,12.5,5495,"
,  
(40.6637054547, -73.8627975855)",36047122000,047,Brooklyn,122000
2017,3651000-36047005601,8.6,8.2,9.2,2505,"
,  
(40.614072515, -74.0403072421)",36047005601,047,Brooklyn,005601
2017,3651000-36005037200,11.6,11,12.4,2222,"
,  
(40.8738024897, -73.8632803067)",36005037200,005,Bronx,037200
2017,3651000-36081100801,10.5,10,11.1,2327,"
,  
(40.6106766571, -73.7677180483)",36081100801,081,Queens,100801
2017,3651000-36047016400,8.9,8.5,9.3,764,"
,  
(40.6065054789, -74.0294406889)",36047016400,047,Brooklyn,016400
2017,3651000-36081119900,7.9,7.5,8.2,1507,"
,  
(40.7534620959, -73.8095775298)",36081119900,081,Queens,119900
2017,3651000-36005011502,11.2,10.4,12,4340,"
,  
(40.8197372468, -73.8860439019)",36005011502,005,Bronx,011502
2017,3651000-36005019300,11.9,11.1,12.8,5461,"
,  
(40.8363124885, -73.92932208)",36005019300,005,Bronx,019300
2017,3651000-36005003900,10.7,10,11.6,6475,"
,  
(40.8097216739, -73.921426473)",36005003900,005,Bronx,003900
2017,3651000-36047050500,9.6,9,10.2,4163,"
,  
(40.7080519908, -73.944945144)",36047050500,047,Brooklyn,050500
2017,3651000-36047007500,8.2,7.7,8.8,4383,"
,  
(40.6812953474, -73.9920163191)",36047007500,047,Brooklyn,007500
2017,3651000-36047021100,9.5,9,10.1,1210,"
,  
(40.697077763, -73.9750471612)",36047021100,047,Brooklyn,021100
2017,3651000-36047053000,9.6,9,10.3,3465,"
,  
(40.6273634169, -73.9637343869)",36047053000,047,Brooklyn,053000
2017,3651000-36047079602,11.8,11.1,12.8,4814,"
,  
(40.6527602602, -73.9576551493)",36047079602,047,Brooklyn,079602
2017,3651000-36047099400,11.7,11,12.6,1978,"
,  
(40.6357597356, -73.9043992681)",36047099400,047,Brooklyn,099400
2017,3651000-36047035900,13.8,12.7,15,5685,"
,  
(40.6704380841, -73.9238444765)",36047035900,047,Brooklyn,035900
2017,3651000-36005028700,9,8.6,9.5,3178,"
,  
(40.8827147056, -73.9046564042)",36005028700,005,Bronx,028700
2017,3651000-36047022200,10.9,10.1,12,4693,"
,  
(40.6382394403, -73.9929635156)",36047022200,047,Brooklyn,022200
2017,3651000-36047073200,11.5,11,12,2096,"
,  
(40.6279280105, -73.9336058034)",36047073200,047,Brooklyn,073200
2017,3651000-36061014000,8.1,7.8,8.4,7813,"
,  
(40.7759141347, -73.9582099854)",36061014000,061,Manhattan,014000
2017,3651000-36061024200,11.7,11,12.4,3396,"
,  
(40.8059540774, -73.9334561686)",36061024200,061,Manhattan,024200
2017,3651000-36047018100,9.1,8.8,9.5,3936,"
,  
(40.6877750309, -73.9723679361)",36047018100,047,Brooklyn,018100
2017,3651000-36005043100,11,10.3,11.6,9680,"
,  
(40.8819148319, -73.8766381189)",36005043100,005,Bronx,043100
2017,3651000-36081152901,7.4,7,7.8,6401,"
,  
(40.7523115571, -73.733637925)",36081152901,081,Queens,152901
2017,3651000-36081072900,7.6,7.3,8,1363,"
,  
(40.7128152368, -73.8521724084)",36081072900,081,Queens,072900
2017,3651000-36081015500,8.3,7.9,8.8,2251,"
,  
(40.7600344521, -73.9175932729)",36081015500,081,Queens,015500
2017,3651000-36047049400,9.3,8.8,9.9,5308,"
,  
(40.6429641869, -73.9738207074)",36047049400,047,Brooklyn,049400
2017,3651000-36005014702,13,12.1,14,5110,"
,  
(40.8365349846, -73.9043914724)",36005014702,005,Bronx,014702
2017,3651000-36081023500,8.3,7.8,8.9,8278,"
,  
(40.7392495734, -73.9176494543)",36081023500,081,Queens,023500
2017,3651000-36005000100,11.2,10.1,12.1,11091,"
,  
(40.7927767618, -73.8835903861)",36005000100,005,Bronx,000100
2017,3651000-36081109700,7.9,7.5,8.4,1887,"
,  
(40.7703506945, -73.7772745906)",36081109700,081,Queens,109700
2017,3651000-36047024700,11.8,11,12.7,2316,"
,  
(40.6794356484, -73.9493245526)",36047024700,047,Brooklyn,024700
2017,3651000-36047091000,14.1,13.3,15.2,5610,"
,  
(40.6657515104, -73.9034065529)",36047091000,047,Brooklyn,091000
2017,3651000-36047047200,10.8,9.9,11.9,3141,"
,  
(40.6270360911, -73.9841275019)",36047047200,047,Brooklyn,047200
2017,3651000-36081069701,8,7.6,8.4,3616,"
,  
(40.7268101369, -73.860267067)",36081069701,081,Queens,069701
2017,3651000-36005002300,12.6,11.9,13.5,4933,"
,  
(40.8090843182, -73.9258461388)",36005002300,005,Bronx,002300
2017,3651000-36081069400,11.6,10.9,12.3,3314,"
,  
(40.6559014397, -73.7502587302)",36081069400,081,Queens,069400
2017,3651000-36047023400,11.3,10.3,12.4,5059,"
,  
(40.6338711985, -73.9879407013)",36047023400,047,Brooklyn,023400
2017,3651000-36081006202,9.2,8.7,9.7,6253,"
,  
(40.6653882608, -73.8548729544)",36081006202,081,Queens,006202
2017,3651000-36081073700,7.7,7.3,8.1,2042,"
,  
(40.718441914, -73.8432419997)",36081073700,081,Queens,073700
2017,3651000-36081022001,8.3,8,8.7,6074,"
,  
(40.713768093, -73.8206637563)",36081022001,081,Queens,022001
2017,3651000-36085012806,9.5,9,10.1,5955,"
,  
(40.5575769375, -74.1073258573)",36085012806,085,Staten Island,012806
2017,3651000-36081084500,8.6,8.1,9,5318,"
,  
(40.749965596, -73.8202293715)",36081084500,081,Queens,084500
2017,3651000-36005020000,9.5,8.9,10.1,4878,"
,  
(40.8429687636, -73.8455113429)",36005020000,005,Bronx,020000
2017,3651000-36081081400,11.6,10.9,12.3,3543,"
,  
(40.6706921212, -73.8039226927)",36081081400,081,Queens,081400
2017,3651000-36047102000,11.4,10.6,12.4,1922,"
,  
(40.6383784734, -73.8870181641)",36047102000,047,Brooklyn,102000
2017,3651000-36047070000,9.4,8.8,10.1,1703,"
,  
(40.6200459051, -73.9067408462)",36047070000,047,Brooklyn,070000
2017,3651000-36081127700,8.3,8,8.8,3633,"
,  
(40.7244236685, -73.7834106076)",36081127700,081,Queens,127700
2017,3651000-36061020701,8.4,8,8.9,3329,"
,  
(40.8089775171, -73.9584599432)",36061020701,061,Manhattan,020701
2017,3651000-36047064000,8.5,8.1,8.8,1599,"
,  
(40.6109971389, -73.9402463031)",36047064000,047,Brooklyn,064000
2017,3651000-36081011900,8.9,8.2,9.6,1701,"
,  
(40.7712054037, -73.9060641101)",36081011900,081,Queens,011900
2017,3651000-36061002000,10,9.5,10.6,4917,"
,  
(40.7193289014, -73.9728148345)",36061002000,061,Manhattan,002000
2017,3651000-36061026500,8.4,7.8,9,7021,"
,  
(40.8496184335, -73.9400606713)",36061026500,061,Manhattan,026500
2017,3651000-36047055600,9.1,8.6,9.7,3712,"
,  
(40.6031608876, -73.9594057273)",36047055600,047,Brooklyn,055600
2017,3651000-36005017702,12.1,11.2,12.9,4805,"
,  
(40.8361778442, -73.9095492534)",36005017702,005,Bronx,017702
2017,3651000-36047014200,8.9,8.4,9.5,3223,"
,  
(40.6224952832, -74.02248295)",36047014200,047,Brooklyn,014200
2017,3651000-36061022500,9.6,9,10.3,10149,"
,  
(40.8247885625, -73.9563666571)",36061022500,061,Manhattan,022500
2017,3651000-36047084000,11.8,11,12.6,2412,"
,  
(40.641994311, -73.931291993)",36047084000,047,Brooklyn,084000
2017,3651000-36005007700,10.8,10.1,11.5,1927,"
,  
(40.8197339371, -73.9044230586)",36005007700,005,Bronx,007700
2017,3651000-36047036300,13,12.1,14,4108,"
,  
(40.6721756788, -73.9169922992)",36047036300,047,Brooklyn,036300
2017,3651000-36081157101,7.8,7.5,8.2,7216,"
,  
(40.7385629172, -73.7196293116)",36081157101,081,Queens,157101
2017,3651000-36047057300,9.2,8.5,10,2608,"
,  
(40.7280485963, -73.9488298108)",36047057300,047,Brooklyn,057300
2017,3651000-36081028400,11.7,11.1,12.5,3438,"
,  
(40.6825051105, -73.7778650883)",36081028400,081,Queens,028400
2017,3651000-36047041500,10.4,10,10.9,4064,"
,  
(40.691950175, -73.9143896009)",36047041500,047,Brooklyn,041500
2017,3651000-36081091601,8.8,8.2,9.4,4079,"
,  
(40.5597940707, -73.9162371762)",36081091601,081,Queens,091601
2017,3651000-36047010100,9,8.4,9.7,4093,"
,  
(40.6583838316, -73.9997780755)",36047010100,047,Brooklyn,010100
2017,3651000-36005023502,10.7,10,11.4,4386,"
,  
(40.8513349641, -73.9034406838)",36005023502,005,Bronx,023502
2017,3651000-36047118800,9.1,8.7,9.5,4651,"
,  
(40.6790411785, -73.865913894)",36047118800,047,Brooklyn,118800
2017,3651000-36047027800,8.9,8.3,9.5,3220,"
,  
(40.6068585373, -74.0012210307)",36047027800,047,Brooklyn,027800
2017,3651000-36005022101,11.1,10.3,12,3849,"
,  
(40.8382736261, -73.9181357524)",36005022101,005,Bronx,022101
2017,3651000-36047049900,8.4,7.9,9,1753,"
,  
(40.7209167307, -73.9468849172)",36047049900,047,Brooklyn,049900
2017,3651000-36061017100,8.5,8,9.1,8989,"
,  
(40.7890629645, -73.9824730343)",36061017100,061,Manhattan,017100
2017,3651000-36047009200,9.1,8.6,9.6,5388,"
,  
(40.6453168175, -73.9993383778)",36047009200,047,Brooklyn,009200
2017,3651000-36047059402,8.7,8.3,9.1,4551,"
,  
(40.5946146566, -73.9430181301)",36047059402,047,Brooklyn,059402
2017,3651000-36047048000,10.5,9.9,11.2,3769,"
,  
(40.6302923683, -73.9744757663)",36047048000,047,Brooklyn,048000
2017,3651000-36085009700,10,9.6,10.5,3925,"
,  
(40.6428240755, -74.1105430589)",36085009700,085,Staten Island,009700
2017,3651000-36047048200,9.6,9,10.1,5331,"
,  
(40.6332232435, -73.9695206585)",36047048200,047,Brooklyn,048200
2017,3651000-36081046200,9.5,9,9.9,7296,"
,  
(40.7098644622, -73.7879676354)",36081046200,081,Queens,046200
2017,3651000-36047006700,8.4,7.9,9.1,3301,"
,  
(40.6841758619, -73.9972232048)",36047006700,047,Brooklyn,006700
2017,3651000-36005037900,12.9,12.1,13.8,5093,"
,  
(40.8515594949, -73.8987882534)",36005037900,005,Bronx,037900
2017,3651000-36047044700,9.6,8.9,10.4,2310,"
,  
(40.7066641596, -73.9226497515)",36047044700,047,Brooklyn,044700
2017,3651000-36061011000,8,7.7,8.4,7169,"
,  
(40.7621471377, -73.963139849)",36061011000,061,Manhattan,011000
2017,3651000-36005039400,12.8,12.2,13.4,4573,"
,  
(40.8864791581, -73.8633993292)",36005039400,005,Bronx,039400
2017,3651000-36061005501,7.7,7.5,8.1,4204,"
,  
(40.7276733982, -73.9970830029)",36061005501,061,Manhattan,005501
2017,3651000-36047051300,8.6,8.2,9.1,4332,"
,  
(40.7117882949, -73.9521808183)",36047051300,047,Brooklyn,051300
2017,3651000-36085020803,9,8.5,9.5,6463,"
,  
(40.5328203912, -74.2106674695)",36085020803,085,Staten Island,020803
2017,3651000-36061018100,8.5,8.1,8.9,8866,"
,  
(40.7925561737, -73.9677460289)",36061018100,061,Manhattan,018100
2017,3651000-36047005100,8.1,7.7,8.8,2171,"
,  
(40.6834631559, -74.0034665902)",36047005100,047,Brooklyn,005100
2017,3651000-36081062700,9.5,9,10.1,2879,"
,  
(40.7037717356, -73.8864539559)",36081062700,081,Queens,062700
2017,3651000-36061003602,8.9,8.3,9.6,3151,"
,  
(40.7245630358, -73.9902061479)",36061003602,061,Manhattan,003602
2017,3651000-36081053200,11.6,10.8,12.5,1675,"
,  
(40.7001026077, -73.7490920403)",36081053200,081,Queens,053200
2017,3651000-36081011800,9.3,8.9,9.7,2628,"
,  
(40.6906952536, -73.8339159252)",36081011800,081,Queens,011800
2017,3651000-36081128300,8.6,8.1,9.3,73,"
,  
(40.7339557576, -73.7688471261)",36081128300,081,Queens,128300
2017,3651000-36047026100,11.2,10.8,11.7,4917,"
,  
(40.6923989165, -73.9457142192)",36047026100,047,Brooklyn,026100
2017,3651000-36061019000,10.2,9.7,10.9,3083,"
,  
(40.8019615816, -73.9476193826)",36061019000,061,Manhattan,019000
2017,3651000-36061006400,8.2,7.9,8.8,8090,"
,  
(40.736953769, -73.9814755549)",36061006400,061,Manhattan,006400
2017,3651000-36047012801,9,8.6,9.5,2117,"
,  
(40.6308009481, -74.0133027824)",36047012801,047,Brooklyn,012801
2017,3651000-36047040400,8.8,8.3,9.4,2551,"
,  
(40.6021857207, -73.9854194434)",36047040400,047,Brooklyn,040400
2017,3651000-36005023100,11.9,11.1,12.7,1537,"
,  
(40.8461444619, -73.9024996352)",36005023100,005,Bronx,023100
2017,3651000-36005021602,11,10.5,11.6,5769,"
,  
(40.8371834714, -73.8622691447)",36005021602,005,Bronx,021602
2017,3651000-36005034200,11.4,10.9,12,1675,"
,  
(40.8684165824, -73.8600255768)",36005034200,005,Bronx,034200
2017,3651000-36081058100,8.9,8.4,9.5,2662,"
,  
(40.7039574028, -73.893808217)",36081058100,081,Queens,058100
2017,3651000-36081055100,8.9,8.3,9.5,4573,"
,  
(40.7015950699, -73.9039117349)",36081055100,081,Queens,055100
2017,3651000-36047076600,11.6,10.9,12.3,2061,"
,  
(40.6331871451, -73.9568420266)",36047076600,047,Brooklyn,076600
2017,3651000-36005031400,9.1,8.7,9.6,1966,"
,  
(40.8615486725, -73.845543796)",36005031400,005,Bronx,031400
2017,3651000-36085027301,8.9,8.4,9.5,3820,"
,  
(40.5997588532, -74.1518332293)",36085027301,085,Staten Island,027301
2017,3651000-36085002900,11.9,11.2,12.6,5207,"
,  
(40.6196581524, -74.0827405906)",36085002900,085,Staten Island,002900
2017,3651000-36047043500,9.6,9.1,10.2,4463,"
,  
(40.6953839779, -73.9121801815)",36047043500,047,Brooklyn,043500
2017,3651000-36047015500,8.5,8,9.2,3272,"
,  
(40.6705135986, -73.9785612804)",36047015500,047,Brooklyn,015500
2017,3651000-36061005900,8.1,7.8,8.5,5401,"
,  
(40.7312894794, -73.9945614216)",36061005900,061,Manhattan,005900
2017,3651000-36047001300,8.5,8.2,8.9,2275,"
,  
(40.6976318873, -73.9883898789)",36047001300,047,Brooklyn,001300
2017,3651000-36081092200,8.2,7.8,8.8,2206,"
,  
(40.5730891173, -73.8601442166)",36081092200,081,Queens,092200
2017,3651000-36061031704,7.2,6.9,7.5,5677,"
,  
(40.7083919776, -74.0201566397)",36061031704,061,Manhattan,031704
2017,3651000-36047069000,10.4,9.8,11.1,1791,"
,  
(40.6199653897, -73.9206700936)",36047069000,047,Brooklyn,069000
2017,3651000-36085017007,9.1,8.6,9.7,4968,"
,  
(40.558493376, -74.1879730414)",36085017007,085,Staten Island,017007
2017,3651000-36081041100,8.5,7.7,9.3,3947,"
,  
(40.7437969707, -73.8654118644)",36081041100,081,Queens,041100
2017,3651000-36081018401,11.9,11.3,12.5,2054,"
,  
(40.6751362906, -73.7920687436)",36081018401,081,Queens,018401
2017,3651000-36081040700,8.8,8,9.7,8304,"
,  
(40.7503825546, -73.8656042738)",36081040700,081,Queens,040700
2017,3651000-36061025700,9.7,9.3,10.2,3876,"
,  
(40.8084354669, -73.9540740127)",36061025700,061,Manhattan,025700
2017,3651000-36047034200,12,11.3,12.8,6502,"
,  
(40.5741076886, -73.9968626717)",36047034200,047,Brooklyn,034200
2017,3651000-36005026500,10,9.3,10.8,6942,"
,  
(40.8661879967, -73.9002476485)",36005026500,005,Bronx,026500
2017,3651000-36081016300,11,10.4,11.6,4382,"
,  
(40.7563233308, -73.9098740155)",36081016300,081,Queens,016300
2017,3651000-36047032900,12,11.2,12.7,5582,"
,  
(40.6632635579, -73.9484195685)",36047032900,047,Brooklyn,032900
2017,3651000-36005041400,12.4,11.7,13.2,5027,"
,  
(40.9035526194, -73.8540948877)",36005041400,005,Bronx,041400
2017,3651000-36081066400,11.4,10.8,12.3,9612,"
,  
(40.6501389757, -73.7450484358)",36081066400,081,Queens,066400
2017,3651000-36081012601,9,8.6,9.5,2413,"
,  
(40.6936963171, -73.8374250615)",36081012601,081,Queens,012601
2017,3651000-36081059500,8.8,8.4,9.1,4700,"
,  
(40.7137599317, -73.9083241869)",36081059500,081,Queens,059500
2017,3651000-36005012300,11.2,10.4,12.1,4152,"
,  
(40.8286411968, -73.8874592395)",36005012300,005,Bronx,012300
2017,3651000-36047116000,12.4,11.6,13.4,2543,"
,  
(40.6694195258, -73.8885304965)",36047116000,047,Brooklyn,116000
2017,3651000-36081138502,7,6,8.4,72,"
,  
(40.751969384, -73.7455278897)",36081138502,081,Queens,138502
2017,3651000-36047111000,13.8,12.8,14.9,3216,"
,  
(40.6605445939, -73.8813457985)",36047111000,047,Brooklyn,111000
2017,3651000-36005005902,10.9,10.3,11.6,2582,"
,  
(40.8240860432, -73.9234466329)",36005005902,005,Bronx,005902
2017,3651000-36081035700,9.6,9.2,10.1,4947,"
,  
(40.7679060543, -73.8715034902)",36081035700,081,Queens,035700
2017,3651000-36047039900,10.6,10,11.2,3823,"
,  
(40.6902356307, -73.9175530695)",36047039900,047,Brooklyn,039900
2017,3651000-36081007500,7.7,7.3,8.2,4116,"
,  
(40.7645435875, -73.927329886)",36081007500,081,Queens,007500
2017,3651000-36047031500,11.3,10.7,11.9,5175,"
,  
(40.6769053617, -73.9499241146)",36047031500,047,Brooklyn,031500
2017,3651000-36061019400,11.5,10.8,12.3,6558,"
,  
(40.8004651275, -73.9351859876)",36061019400,061,Manhattan,019400
2017,3651000-36047003800,8.8,8.2,9.4,1498,"
,  
(40.6359277803, -74.0440994427)",36047003800,047,Brooklyn,003800
2017,3651000-36081086300,7.6,7.2,7.9,7277,"
,  
(40.7612685243, -73.8199412988)",36081086300,081,Queens,086300
2017,3651000-36047016700,8.1,7.7,8.6,4638,"
,  
(40.6642969268, -73.9787753764)",36047016700,047,Brooklyn,016700
2017,3651000-36047053700,11.9,10.9,13.1,3575,"
,  
(40.7002981885, -73.9599545064)",36047053700,047,Brooklyn,053700
2017,3651000-36081005100,8.3,7.9,8.7,2231,"
,  
(40.7556397698, -73.9321381407)",36081005100,081,Queens,005100
2017,3651000-36047029200,9.2,8.6,9.9,2539,"
,  
(40.5967785588, -74.0011740342)",36047029200,047,Brooklyn,029200
2017,3651000-36005004300,11.5,10.8,12.1,5056,"
,  
(40.8136213142, -73.917037597)",36005004300,005,Bronx,004300
2017,3651000-36061029300,9.2,8.4,10,9033,"
,  
(40.8659234252, -73.92011996)",36061029300,061,Manhattan,029300
2017,3651000-36005025600,10.4,9.9,11,1663,"
,  
(40.844391134, -73.8502189807)",36005025600,005,Bronx,025600
2017,3651000-36061004200,8.8,8.2,9.5,5145,"
,  
(40.7318014113, -73.9893668103)",36061004200,061,Manhattan,004200
2017,3651000-36047020600,9.3,8.7,10,2220,"
,  
(40.6248827762, -74.0154400406)",36047020600,047,Brooklyn,020600
2017,3651000-36047034900,13.2,12.3,14.4,5403,"
,  
(40.6682771324, -73.9297782437)",36047034900,047,Brooklyn,034900
2017,3651000-36047081600,12.3,11.4,13.1,2791,"
,  
(40.6535296668, -73.9442053078)",36047081600,047,Brooklyn,081600
2017,3651000-36047043000,9.4,8.7,10,3333,"
,  
(40.6092493444, -73.9842020079)",36047043000,047,Brooklyn,043000
2017,3651000-36047098600,12,11.1,12.9,2862,"
,  
(40.6449364675, -73.8943195842)",36047098600,047,Brooklyn,098600
2017,3651000-36081066100,9.1,8.4,9.8,1495,"
,  
(40.7175124352, -73.8817906355)",36081066100,081,Queens,066100
2017,3651000-36081003100,8,7.7,8.4,1388,"
,  
(40.7531760847, -73.9339044533)",36081003100,081,Queens,003100
2017,3651000-36005039200,12.1,11.4,13,1781,"
,  
(40.8832884784, -73.8647380739)",36005039200,005,Bronx,039200
2017,3651000-36005009300,11.1,10.4,11.9,6356,"
,  
(40.8056599058, -73.8856798003)",36005009300,005,Bronx,009300
2017,3651000-36005042800,12,11.2,12.9,2173,"
,  
(40.8945093748, -73.8457030299)",36005042800,005,Bronx,042800
2017,3651000-36081045000,7.6,7.3,7.9,1943,"
,  
(40.7141751395, -73.8047692119)",36081045000,081,Queens,045000
2017,3651000-36047049000,9.4,9,10,5899,"
,  
(40.6381165413, -73.9730213954)",36047049000,047,Brooklyn,049000
2017,3651000-36081114100,7.7,7.3,8.2,2406,"
,  
(40.769096833, -73.7966892509)",36081114100,081,Queens,114100
2017,3651000-36047058900,8.8,8.2,9.4,1904,"
,  
(40.7290749537, -73.9407461408)",36047058900,047,Brooklyn,058900
2017,3651000-36081098100,8.7,8.1,9.3,2249,"
,  
(40.7987474981, -73.8168677327)",36081098100,081,Queens,098100
2017,3651000-36047056600,8.9,8.4,9.6,2419,"
,  
(40.602852541, -73.9414035031)",36047056600,047,Brooklyn,056600
2017,3651000-36081048900,7.6,7.2,8,1486,"
,  
(40.7372153843, -73.8922173662)",36081048900,081,Queens,048900
2017,3651000-36047029800,8.6,8.1,9.2,3717,"
,  
(40.6008233359, -73.9879074681)",36047029800,047,Brooklyn,029800
2017,3651000-36061007600,7.6,7.1,8.2,2277,"
,  
(40.7475672271, -73.9872980113)",36061007600,061,Manhattan,007600
2017,3651000-36061024700,9,8.4,9.6,7074,"
,  
(40.8397186662, -73.9501700389)",36061024700,061,Manhattan,024700
2017,3651000-36081024300,8,7.5,8.4,5440,"
,  
(40.7366608435, -73.9020836277)",36081024300,081,Queens,024300
2017,3651000-36081063800,10.8,10.1,11.6,3425,"
,  
(40.6698394759, -73.7330915813)",36081063800,081,Queens,063800
2017,3651000-36047088400,13,12.1,14.1,5236,"
,  
(40.6622281343, -73.924550631)",36047088400,047,Brooklyn,088400
2017,3651000-36081061601,11.1,10.5,11.7,2180,"
,  
(40.6818804235, -73.7318865155)",36081061601,081,Queens,061601
2017,3651000-36005014300,12.6,11.8,13.4,1003,"
,  
(40.8277474023, -73.912129716)",36005014300,005,Bronx,014300
2017,3651000-36061002400,10.7,10.1,11.3,5434,"
,  
(40.7226729412, -73.9697943316)",36061002400,061,Manhattan,002400
2017,3651000-36005025100,10.8,10.1,11.6,6802,"
,  
(40.8565246417, -73.9077290383)",36005025100,005,Bronx,025100
2017,3651000-36047086400,12.2,11.6,13.1,2231,"
,  
(40.6543372341, -73.9238222617)",36047086400,047,Brooklyn,086400
2017,3651000-36047022800,9.8,9.3,10.4,3306,"
,  
(40.6391243105, -73.9815297319)",36047022800,047,Brooklyn,022800
2017,3651000-36047010600,8.3,7.6,9,5851,"
,  
(40.6388746449, -74.0060400097)",36047010600,047,Brooklyn,010600
2017,3651000-36047062800,9.5,8.9,10.1,5226,"
,  
(40.5898654817, -73.9268921458)",36047062800,047,Brooklyn,062800
2017,3651000-36081085300,7.1,6.6,7.7,5764,"
,  
(40.7571519895, -73.8276530771)",36081085300,081,Queens,085300
2017,3651000-36005026900,10.2,9.6,10.7,3777,"
,  
(40.8674812172, -73.9087474309)",36005026900,005,Bronx,026900
