boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,shapearea2,prop_area_15hundredths
"3","3025800",Brooklyn,E,"025800","258",BK28,Bensonhurst West,"4017",1832115.6194599999580532312393188476562,6257.5545469299995602341368794441223,170208.635,0.001
"3","3026000",Brooklyn,E,"026000","260",BK28,Bensonhurst West,"4017",1753286.0870399998966604471206665039062,5699.1891552300003240816295146942139,162885.236,0.299
"3","3026900",Brooklyn,E,"026900","269",BK75,Bedford,"4003",1441848.7441000000108033418655395507812,5051.0187379899998632026836276054382,133952.876,0.133
"3","3027000",Brooklyn,E,"027000","270",BK28,Bensonhurst West,"4017",1444005.5881499999668449163436889648438,5255.8007753100000627455301582813263,134151.989,0.998
"3","3027200",Brooklyn,E,"027200","272",BK28,Bensonhurst West,"4017",1422363.3277799999341368675231933593750,7299.7973706599996148725040256977081,132141.410,0.127
"3","3027300",Brooklyn,E,"027300","273",BK35,Stuyvesant Heights,"4003",1611451.0013399999588727951049804687500,5273.3139472299999397364445030689240,149709.526,0.122
"3","3027800",Brooklyn,E,"027800","278",BK28,Bensonhurst West,"4017",1727742.0506500001065433025360107421875,6104.4078735100001722457818686962128,160511.890,0.714
"3","3028400",Brooklyn,E,"028400","284",BK28,Bensonhurst West,"4017",1768012.2995800001081079244613647460938,6096.0449643100000685080885887145996,164253.075,0.008
"3","3028800",Brooklyn,E,"028800","288",BK28,Bensonhurst West,"4017",1644934.0908299998845905065536499023438,5777.6881344399998852168209850788116,152818.754,0.004
"3","3029100",Brooklyn,E,"029100","291",BK35,Stuyvesant Heights,"4003",1772059.5960500000510364770889282226562,5439.9389445300002989824861288070679,164630.788,0.008
"3","3029800",Brooklyn,E,"029800","298",BK29,Bensonhurst East,"4017",2379873.9967299997806549072265625000000,7431.0779257200001666205935180187225,221096.505,0.337
"3","3030000",Brooklyn,I,"030000","300",BK29,Bensonhurst East,"4017",2099450.9451299998909235000610351562500,7243.1315002700002878555096685886383,195044.370,0.711
"3","3030900",Brooklyn,E,"030900","309",BK61,Crown Heights North,"4006",1587377.3299100000876933336257934570312,5470.5814433699997607618570327758789,147472.920,0.982
"3","3031701",Brooklyn,E,"031701","317.01",BK61,Crown Heights North,"4006",1504294.0079099999275058507919311523438,5033.4859821500003818073309957981110,139754.155,1.000
"3","3032900",Brooklyn,E,"032900","329",BK60,Prospect Lefferts Gardens-Wingate,"4011",1683542.5774600000586360692977905273438,7138.8527612199995928676798939704895,156406.789,1.000
"3","3033700",Brooklyn,E,"033700","337",BK61,Crown Heights North,"4006",2126882.2410099999979138374328613281250,7545.4788245899999310495331883430481,197594.676,0.007
"3","3033900",Brooklyn,E,"033900","339",BK61,Crown Heights North,"4006",1945657.7886500000022351741790771484375,7419.8036975100003473926335573196411,180758.337,0.007
"3","3034100",Brooklyn,E,"034100","341",BK61,Crown Heights North,"4006",1504308.0280999999959021806716918945312,5030.7769639899997855536639690399170,139755.453,0.014
"3","3038800",Brooklyn,E,"038800","388",BK25,Homecrest,"4016",2130565.7723799999803304672241210937500,5947.0562446399999316781759262084961,197934.881,0.138
"3","3039600",Brooklyn,E,"039600","396",BK25,Homecrest,"4016",1757819.4337400000076740980148315429688,5569.9603673700012222980149090290070,163305.926,0.978
"3","3039900",Brooklyn,E,"039900","399",BK78,Bushwick South,"4002",1627809.3001800000201910734176635742188,6391.3488098300003912299871444702148,151229.408,0.227
"3","3040400",Brooklyn,E,"040400","404",BK29,Bensonhurst East,"4017",1653839.8132100000511854887008666992188,7953.5416532199997163843363523483276,153646.066,0.472
"3","3041300",Brooklyn,E,"041300","413",BK78,Bushwick South,"4002",1745182.8650599999818950891494750976562,5284.9026249199996527750045061111450,162133.833,0.209
"3","3041401",Brooklyn,E,"041401","414.01",BK25,Homecrest,"4016",1454192.1617199999745935201644897460938,5189.9686427599999660742469131946564,135098.264,0.919
"3","3041900",Brooklyn,E,"041900","419",BK78,Bushwick South,"4002",1646861.6462600000668317079544067382812,5222.7003061499999603256583213806152,152999.515,0.193
"3","3042600",Brooklyn,E,"042600","426",BK29,Bensonhurst East,"4017",1829969.2069200000260025262832641601562,5548.5805473199998232303187251091003,170009.039,0.877
"3","3042800",Brooklyn,E,"042800","428",BK29,Bensonhurst East,"4017",1773181.6720799999311566352844238281250,6669.6455811899995751446112990379333,164733.324,0.950
"3","3042900",Brooklyn,E,"042900","429",BK77,Bushwick North,"4002",1809836.5705399999860674142837524414062,5385.1709438199995929608121514320374,168140.586,0.124
"3","3043000",Brooklyn,E,"043000","430",BK29,Bensonhurst East,"4017",1721309.6478500000666826963424682617188,6283.8511117099997136392630636692047,159914.358,0.184
"3","3043200",Brooklyn,E,"043200","432",BK29,Bensonhurst East,"4017",1593340.9337299999315291643142700195312,5480.4816472299999077222310006618500,148025.747,0.514
"3","3043300",Brooklyn,E,"043300","433",BK77,Bushwick North,"4002",1810979.2850399999879300594329833984375,5387.2012475999999878695234656333923,168246.683,0.718
"3","3043400",Brooklyn,E,"043400","434",BK29,Bensonhurst East,"4017",1509164.8633699999190866947174072265625,5543.2115596399999049026519060134888,140205.546,0.918
"3","3043500",Brooklyn,E,"043500","435",BK77,Bushwick North,"4002",1810895.3318300000391900539398193359375,5385.0518748300000879680737853050232,168238.849,0.042
