boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,shapearea2,prop_area_15hundredths
"3","3037300",Brooklyn,E,"037300","373",BK79,Ocean Hill,"4007",1838509.7729799998924136161804199218750,6148.2694594499998856917954981327057,170804.144,0.809
"2","2022901",Bronx,E,"022901","229.01",BX41,Mount Hope,"3707",1271602.7235499999951571226119995117188,4867.1594370000002527376636862754822,118137.436,0.878
"2","2004600",Bronx,E,"004600","46",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"3709",1432044.1753599999938160181045532226562,5224.6020515700001851655542850494385,133043.116,0.883
"3","3034500",Brooklyn,E,"034500","345",BK61,Crown Heights North,"4006",1759937.4533100000116974115371704101562,5684.4461730499997429433278739452362,163504.311,0.444
"3","3011200",Brooklyn,E,"011200","112",BK34,Sunset Park East,"4012",1843970.9104299999307841062545776367188,5459.4719111499998689396306872367859,171310.692,0.222
"3","3050803",Brooklyn,E,"050803","508.03",BK42,Flatbush,"4015",602995.5213719999883323907852172851562,3257.5344951299998683680314570665359,56020.259,1.000
"3","3039400",Brooklyn,E,"039400","394",BK25,Homecrest,"4016",2067691.6401899999473243951797485351562,7000.1652572700004384387284517288208,192093.882,0.980
"3","3041600",Brooklyn,E,"041600","416",BK25,Homecrest,"4016",1749784.6178699999582022428512573242188,6169.2809534600000915816053748130798,162559.597,0.740
"3","3093400",Brooklyn,E,"093400","934",BK96,Rugby-Remsen Village,"4010",1913351.9002600000239908695220947265625,7249.8803248300000632298178970813751,177756.551,0.559
"3","3094600",Brooklyn,I,"094600","946",BK96,Rugby-Remsen Village,"4010",3111144.0910100000910460948944091796875,8936.6641503600003488827496767044067,289035.147,0.054
"4","4048200",Queens,I,"048200","482",QN07,Hollis,"4112",2454003.7061200002208352088928222656250,6546.1237194900004396913573145866394,227986.377,0.996
"3","3028502",Brooklyn,E,"028502","285.02",BK35,Stuyvesant Heights,"4003",1290359.5859199999831616878509521484375,4775.4214101400002618902362883090973,119879.184,0.996
"3","3072000",Brooklyn,E,"072000","720",BK58,Flatlands,"4009",1701872.0573199999053031206130981445312,6664.5160826700002871803008019924164,158108.987,0.997
"3","3072200",Brooklyn,E,"072200","722",BK58,Flatlands,"4009",2769417.6793999997898936271667480468750,8425.5278328599997621495276689529419,257287.266,0.807
"4","4083800",Queens,E,"083800","838",QN55,South Ozone Park,"4113",5332408.3289599996060132980346679687500,10555.3236379000009037554264068603516,495399.123,0.103
"1","1017402",Manhattan,E,"017402","174.02",MN33,East Harlem South,"3804",547579.2048349999822676181793212890625,3109.6835443300001315947156399488449,50872.451,0.278
"2","2042901",Bronx,E,"042901","429.01",BX43,Norwood,"3706",1105150.7589700000826269388198852539062,6473.8600256700001409626565873622894,102673.304,0.979
"4","4046400",Queens,I,"046400","464",QN06,Jamaica Estates-Holliswood,"4106",2430135.7849200000055134296417236328125,9620.3182702499998413259163498878479,225768.992,0.121
"3","3024300",Brooklyn,E,"024300","243",BK75,Bedford,"4003",1661539.4551399999763816595077514648438,5291.7164985700001125223934650421143,154363.020,1.000
"3","3025100",Brooklyn,E,"025100","251",BK75,Bedford,"4003",1490422.8221899999771267175674438476562,5079.9310193499995875754393637180328,138465.673,0.861
"1","1009000",Manhattan,I,"009000","90",MN19,Turtle Bay-East Midtown,"3808",1906163.9321399999316781759262084960938,5527.2096834399999352172017097473145,177090.429,1.000
"3","3018100",Brooklyn,I,"018100","181",BK68,Fort Greene,"4004",1823380.1136199999600648880004882812500,5495.1075017599996499484404921531677,169398.608,1.000
"4","4084601",Queens,I,"084601","846.01",QN55,South Ozone Park,"4113",3581021.0762999998405575752258300781250,10337.8774825000000419095158576965332,332689.100,0.792
"4","4074900",Queens,I,"074900","749",QN17,Forest Hills,"4108",3856288.0169099997729063034057617187500,7949.7909524300002885865978896617889,358263.933,0.421
"2","2042600",Bronx,E,"042600","426",BX62,Woodlawn-Wakefield,"3702",5473783.5259999996051192283630371093750,11165.0150503000004391651600599288940,508538.094,0.803
"4","4139900",Queens,I,"139900","1399",QN46,Bayside-Bayside Hills,"4104",3968601.2209399999119341373443603515625,8227.8971546299999317852780222892761,368699.230,0.500
"4","4144100",Queens,I,"144100","1441",QN46,Bayside-Bayside Hills,"4104",3627719.9437099997885525226593017578125,8947.0442221499997685896232724189758,337030.085,0.040
"2","2018400",Bronx,I,"018400","184",BX52,Schuylerville-Throgs Neck-Edgewater Park,"3703",4814309.5510999998077750205993652343750,9097.8567304499993042554706335067749,447270.321,0.795
"2","2016400",Bronx,I,"016400","164",BX52,Schuylerville-Throgs Neck-Edgewater Park,"3703",1768563.7399999999906867742538452148438,5508.3769266299996161251328885555267,164312.058,1.000
"4","4046000",Queens,E,"046000","460",QN61,Jamaica,"4112",2381695.3327999999746680259704589843750,6262.8240348899998934939503669738770,221268.529,1.000
"4","4024000",Queens,I,"024000","240",QN61,Jamaica,"4112",2901926.1732299998402595520019531250000,8002.0306092000000717234797775745392,269599.829,0.037
"4","4013700",Queens,E,"013700","137",QN72,Steinway,"4101",2152435.4883300000801682472229003906250,7877.7507587600002807448618113994598,199970.240,0.984
"4","4006900",Queens,E,"006900","69",QN71,Old Astoria,"4101",2266843.2417799998074769973754882812500,6617.1875147399996421881951391696930,210599.224,0.997
"3","3015000",Brooklyn,I,"015000","150",BK30,Dyker Heights,"4013",1436079.9400899999309331178665161132812,5237.6412329200002204743213951587677,133415.859,0.430
"1","1007000",Manhattan,I,"007000","70",MN20,Murray Hill-Kips Bay,"3808",1908709.2204100000672042369842529296875,5538.1034808200001862132921814918518,177326.792,1.000
"4","4009500",Queens,E,"009500","95",QN72,Steinway,"4101",1770676.7635399999562650918960571289062,6035.0598355700003594392910599708557,164503.305,1.000
"4","4035200",Queens,I,"035200","352",QN08,St. Albans,"4112",6514364.0347199998795986175537109375000,13006.7666790000002947635948657989502,605208.999,0.929
"4","4041400",Queens,E,"041400","414",QN01,South Jamaica,"4112",5132816.3551000002771615982055664062500,10098.6848133000003144843503832817078,476857.741,0.339
"4","4044000",Queens,E,"044000","440",QN01,South Jamaica,"4112",4055561.0843400000594556331634521484375,9019.0550657200001296587288379669189,376776.821,0.751
"4","4063500",Queens,I,"063500","635",QN19,Glendale,"4110",2043270.9071700000204145908355712890625,6359.7329920199999833130277693271637,189827.558,0.682
"4","4077908",Queens,E,"077908","779.08",QN37,Kew Gardens Hills,"4106",2156618.5063599999994039535522460937500,6079.4304306800004269462078809738159,200358.319,0.746
"3","3018300",Brooklyn,I,"018300","183",BK68,Fort Greene,"4004",1477789.7205900000408291816711425781250,4935.7480349099996601580642163753510,137292.058,1.000
"3","3021100",Brooklyn,E,"021100","211",BK68,Fort Greene,"4004",1892154.2225999999791383743286132812500,7314.2597913700001299730502068996429,175788.129,1.000
"3","3018700",Brooklyn,I,"018700","187",BK68,Fort Greene,"4004",917703.1173789999447762966156005859375,3902.0526537599998846417292952537537,85257.995,1.000
"2","2008400",Bronx,E,"008400","84",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"3709",1674998.4931999999098479747772216796875,6555.8970475300002362928353250026703,155614.605,0.814
"2","2006700",Bronx,E,"006700","67",BX34,Melrose South-Mott Haven North,"3710",2277490.2955499999225139617919921875000,6521.5906290200000512413680553436279,211588.716,0.700
"4","4053100",Queens,I,"053100","531",QN30,Maspeth,"4110",4558842.1000800002366304397583007812500,8731.9308756499995070043951272964478,423534.231,0.633
"2","2020501",Bronx,E,"020501","205.01",BX36,University Heights-Morris Heights,"3707",2949065.5925599997863173484802246093750,7565.8361176099997464916668832302094,273981.048,1.000
"1","1022400",Manhattan,E,"022400","224",MN03,Central Harlem North-Polo Grounds,"3803",2099457.9115499998442828655242919921875,6182.3892444599996451870538294315338,195048.702,0.950
"4","4015801",Queens,E,"015801","158.01",QN55,South Ozone Park,"4113",3260032.9578200001269578933715820312500,7835.2275244299999030772596597671509,302868.887,0.522
"4","4024600",Queens,I,"024600","246",QN61,Jamaica,"4112",3270870.5649500000290572643280029296875,7805.6853891800001292722299695014954,303876.091,0.898
"4","4024900",Queens,E,"024900","249",QN63,Woodside,"4109",2084057.4184699999168515205383300781250,5776.9539874599995528114959597587585,193617.348,0.997
"4","4046200",Queens,E,"046200","462",QN61,Jamaica,"4112",2685518.5474600000306963920593261718750,6935.5780937700001231860369443893433,249494.892,0.998
"1","1007200",Manhattan,I,"007200","72",MN20,Murray Hill-Kips Bay,"3808",1877428.8754600000102072954177856445312,5722.9438785100001041428185999393463,174420.741,1.000
"1","1007400",Manhattan,I,"007400","74",MN17,Midtown-Midtown South,"3807",1879420.3848000001162290573120117187500,5726.1574005100001159007661044597626,174605.775,1.000
"4","4043900",Queens,E,"043900","439",QN25,Corona,"4107",1772849.0359400000888854265213012695312,5891.2155389099998501478694379329681,164704.819,0.819
"3","3036900",Brooklyn,E,"036900","369",BK79,Ocean Hill,"4007",2433755.6730700000189244747161865234375,7215.2560935600004086154513061046600,226104.520,0.997
"4","4145101",Queens,I,"145101","1451.01",QN48,Auburndale,"4104",2704350.2333599999547004699707031250000,6870.7226989900000262423418462276459,251245.238,0.696
"3","3050202",Brooklyn,I,"050202","502.02",BK40,Windsor Terrace,"4012",1451525.1929500000551342964172363281250,5366.5409045099995637428946793079376,134851.843,0.683
"2","2035800",Bronx,I,"035800","358",BX03,Eastchester-Edenwald-Baychester,"3702",7018832.1350499996915459632873535156250,11178.4641042999992350814864039421082,652079.987,0.693
"4","4103201",Queens,E,"103201","1032.01",QN15,Far Rockaway-Bayswater,"4114",4311253.5821799999102950096130371093750,11041.2785906000008253613486886024475,400528.222,0.597
"4","4019800",Queens,E,"019800","198",QN01,South Jamaica,"4112",2231764.7389899999834597110748291015625,6901.8556330299998080590739846229553,207339.099,0.016
"4","4020200",Queens,E,"020200","202",QN01,South Jamaica,"4112",1570995.7990399999544024467468261718750,5865.3146002900002713431604206562042,145951.221,0.936
"4","4043701",Queens,E,"043701","437.01",QN25,Corona,"4107",1615375.8878699999768286943435668945312,5520.8020903300002828473225235939026,150074.901,0.995
"4","4043702",Queens,E,"043702","437.02",QN25,Corona,"4107",1951899.3817799999378621578216552734375,5926.8032422899996163323521614074707,181339.271,0.855
"4","4025800",Queens,E,"025800","258",QN01,South Jamaica,"4112",2280364.7979600001126527786254882812500,6100.8493942900004185503348708152771,211854.306,0.940
"3","3052300",Brooklyn,E,"052300","523",BK73,North Side-South Side,"4001",1538749.4465300000738352537155151367188,4979.6888280100001793471165001392365,142955.701,1.000
"5","5014607",Staten Island,I,"014607","146.07",SI54,Great Kills,"3901",7353796.2807299997657537460327148437500,11422.9080267999997886363416910171509,683170.439,0.509
"4","4098700",Queens,I,"098700","987",QN49,Whitestone,"4103",7164408.6026200000196695327758789062500,19884.6894748000013350974768400192261,665600.653,0.778
"2","2005400",Bronx,E,"005400","54",BX08,West Farms-Bronx River,"3709",2133457.0518499999307096004486083984375,6397.4369930399998338543809950351715,198207.436,0.880
"4","4002400",Queens,E,"002400","24",QN54,Richmond Hill,"4111",1516527.1990799999330192804336547851562,5358.1305560500004503410309553146362,140890.989,0.001
"4","4002600",Queens,I,"002600","26",QN54,Richmond Hill,"4111",1593309.1895999999251216650009155273438,6189.6265594400001646135933697223663,148024.320,0.144
"1","1010602",Manhattan,I,"010602","106.02",MN31,Lenox Hill-Roosevelt Island,"3805",1344539.0531500000506639480590820312500,4844.7242372299997441587038338184357,124913.234,0.969
"4","4113300",Queens,I,"113300","1133",QN46,Bayside-Bayside Hills,"4104",2802497.8016499998047947883605957031250,7000.8917206500000247615389525890350,260363.679,0.918
"5","5013201",Staten Island,I,"013201","132.01",SI25,Oakwood-Oakwood Beach,"3901",5054383.0852499995380640029907226562500,10037.5424438999998528743162751197815,469562.640,0.756
"3","3047800",Brooklyn,E,"047800","478",BK88,Borough Park,"4014",2380722.1360499998554587364196777343750,6946.9306366099999650032259523868561,221176.318,0.867
"3","3016100",Brooklyn,I,"016100","161",BK64,Prospect Heights,"4006",1964230.1581900001037865877151489257812,6481.0723325999997541657648980617523,182483.942,1.000
"3","3003500",Brooklyn,I,"003500","35",BK68,Fort Greene,"4004",1433175.2072300000581890344619750976562,5043.3255240199987383675761520862579,133147.128,1.000
"3","3017900",Brooklyn,E,"017900","179",BK68,Fort Greene,"4004",1705006.8862499999813735485076904296875,5330.1155208700001821853220462799072,158401.251,0.874
"3","3020500",Brooklyn,I,"020500","205",BK64,Prospect Heights,"4006",1718969.8688199999742209911346435546875,5441.5432718100000784033909440040588,159698.352,0.002
"3","3031702",Brooklyn,E,"031702","317.02",BK61,Crown Heights North,"4006",1500336.6342499998863786458969116210938,5031.4630647200001476448960602283478,139386.461,1.000
"3","3032100",Brooklyn,E,"032100","321",BK63,Crown Heights South,"4011",1724842.2922300000209361314773559570312,6039.8856390700002521043643355369568,160243.737,1.000
"3","3038700",Brooklyn,E,"038700","387",BK35,Stuyvesant Heights,"4003",2027988.3277900000102818012237548828125,5708.7658568500000910717062652111053,188407.503,0.661
"3","3042400",Brooklyn,E,"042400","424",BK29,Bensonhurst East,"4017",1733612.8672199998982250690460205078125,6586.2008444499997494858689606189728,161057.302,0.797
"3","3041200",Brooklyn,E,"041200","412",BK29,Bensonhurst East,"4017",1780125.2334000000264495611190795898438,5466.7829884700004186015576124191284,165378.363,0.989
"3","3046800",Brooklyn,I,"046800","468",BK88,Borough Park,"4014",3193544.0863100001588463783264160156250,8979.0010606399991957005113363265991,296689.466,0.199
"4","4053900",Queens,I,"053900","539",QN20,Ridgewood,"4110",6525759.6839399999007582664489746093750,11184.8074567999992723343893885612488,606267.939,0.740
"3","3012902",Brooklyn,I,"012902","129.02",BK37,Park Slope-Gowanus,"4005",1372593.9174699999857693910598754882812,5163.4449749699997482821345329284668,127518.850,0.911
"2","2007400",Bronx,E,"007400","74",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"3709",2012633.6683900000061839818954467773438,6409.1292550199996185256168246269226,186982.388,0.335
"2","2008600",Bronx,E,"008600","86",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"3709",2019879.6652400000020861625671386718750,6419.3220253999998021754436194896698,187655.574,0.948
"2","2022101",Bronx,E,"022101","221.01",BX63,West Concourse,"3708",732244.9685390000231564044952392578125,3869.8628844099998786987271159887314,68028.747,1.000
"2","2014702",Bronx,E,"014702","147.02",BX01,Claremont-Bathgate,"3705",1247172.3600399999413639307022094726562,5155.7506945699997231713496148586273,115867.742,1.000
"2","2016900",Bronx,E,"016900","169",BX01,Claremont-Bathgate,"3705",1000160.6981999999843537807464599609375,5261.3918345800002498435787856578827,92919.284,1.000
"4","4011000",Queens,E,"011000","110",QN54,Richmond Hill,"4111",1776467.8045699999202042818069458007812,6467.6483676400002877926453948020935,165040.277,0.049
"4","4070300",Queens,I,"070300","703",QN18,Rego Park,"4108",2596104.6609800001606345176696777343750,9259.1492823900007351767271757125854,241188.130,0.765
"4","4070700",Queens,I,"070700","707",QN17,Forest Hills,"4108",2389558.7971499999985098838806152343750,6626.1982641200002035475336015224457,221999.202,0.283
"3","3048900",Brooklyn,E,"048900","489",BK78,Bushwick South,"4002",985798.4853610000573098659515380859375,4061.3111632000000099651515483856201,91584.375,0.729
"3","3049300",Brooklyn,E,"049300","493",BK78,Bushwick South,"4002",2454524.9064199998974800109863281250000,7120.6077130800003942567855119705200,228034.664,0.198
"1","1008200",Manhattan,I,"008200","82",MN20,Murray Hill-Kips Bay,"3808",1856719.4060299999546259641647338867188,5681.2607983999996577040292322635651,172496.809,0.795
"2","2020100",Bronx,E,"020100","201",BX26,Highbridge,"3708",2967244.8907099999487400054931640625000,7253.9848393499996745958924293518066,275669.979,0.986
"2","2007800",Bronx,E,"007800","78",BX59,Westchester-Unionport,"3709",3326684.2656399998813867568969726562500,8785.4945850900003279093652963638306,309063.429,0.986
"2","2009200",Bronx,E,"009200","92",BX59,Westchester-Unionport,"3709",3278193.3563199997879564762115478515625,9143.9034964700003911275416612625122,304558.424,0.997
"3","3079801",Brooklyn,E,"079801","798.01",BK60,Prospect Lefferts Gardens-Wingate,"4011",1397208.6575899999588727951049804687500,4764.3530496699995637754909694194794,129805.353,0.796
"3","3079802",Brooklyn,E,"079802","798.02",BK60,Prospect Lefferts Gardens-Wingate,"4011",1145198.8328400000464171171188354492188,5259.3793333399999028188176453113556,106392.774,1.000
"2","2039500",Bronx,E,"039500","395",BX01,Claremont-Bathgate,"3705",4446408.5984600000083446502685546875000,11673.5087335000007442431524395942688,413090.740,1.000
"4","4133300",Queens,I,"133300","1333",QN41,Fresh Meadows-Utopia,"4106",7439226.9589900001883506774902343750000,12760.1094826999997167149558663368225,691133.685,0.619
"4","4134700",Queens,I,"134700","1347",QN41,Fresh Meadows-Utopia,"4106",11560676.4874000009149312973022460937500,14067.2976287000001320848241448402405,1074033.142,0.402
"4","4040400",Queens,E,"040400","404",QN08,St. Albans,"4112",5092779.0661899996921420097351074218750,9602.5712773699997342191636562347412,473138.361,0.788
"3","3042300",Brooklyn,E,"042300","423",BK78,Bushwick South,"4002",1961468.2617799998261034488677978515625,5572.2352450199996383162215352058411,182227.691,0.801
"4","4001900",Queens,I,"001900","19",QN31,Hunters Point-Sunnyside-West Maspeth,"4109",9381831.4519599992781877517700195312500,15363.1019558000007236842066049575806,871610.312,0.988
"4","4008300",Queens,E,"008300","83",QN71,Old Astoria,"4101",2059577.4622500000987201929092407226562,7048.1573526299998775357380509376526,191343.376,0.960
"4","4062400",Queens,I,"062400","624",QN99,park-cemetery-etc-Queens,"4105",5374590.5561300003901124000549316406250,11769.1016154999997525010257959365845,499318.801,0.217
"4","4062600",Queens,I,"062600","626",QN66,Laurelton,"4105",4664112.7357700001448392868041992187500,9226.5819930800007568905130028724670,433312.692,0.619
"4","4021400",Queens,E,"021400","214",QN35,Briarwood-Jamaica Hills,"4106",4031658.2425400000065565109252929687500,8483.1711814600002981023862957954407,374556.269,0.894
"4","4060300",Queens,I,"060300","603",QN21,Middle Village,"4110",1952653.1965999999083578586578369140625,6684.5640080599996508681215345859528,181408.974,0.811
"1","1012400",Manhattan,I,"012400","124",MN31,Lenox Hill-Roosevelt Island,"3805",1847564.3095299999695271253585815429688,5752.9093855900000562542118132114410,171646.416,0.570
"3","3028000",Brooklyn,E,"028000","280",BK27,Bath Beach,"4017",1494252.2745399998966604471206665039062,6067.5228473699999085511080920696259,138819.964,0.876
"4","4014201",Queens,E,"014201","142.01",QN54,Richmond Hill,"4111",2270918.8931399998255074024200439453125,6319.3193984500003352877683937549591,210976.842,0.535
"4","4045200",Queens,I,"045200","452",QN35,Briarwood-Jamaica Hills,"4106",2217107.9697400000877678394317626953125,7233.1036234800003512646071612834930,205975.280,0.016
"4","4045400",Queens,E,"045400","454",QN35,Briarwood-Jamaica Hills,"4106",2517110.8505500000901520252227783203125,8476.7618298599991248920559883117676,233851.799,0.478
"4","4066900",Queens,I,"066900","669",QN21,Middle Village,"4110",1723437.3899300000630319118499755859375,6021.7713807000000088009983301162720,160114.069,0.092
"3","3030700",Brooklyn,E,"030700","307",BK61,Crown Heights North,"4006",2805795.3064899998717010021209716796875,7103.1661296399997809203341603279114,260668.208,0.796
"3","3034700",Brooklyn,E,"034700","347",BK61,Crown Heights North,"4006",1505056.6702799999620765447616577148438,5032.9672111800000493531115353107452,139824.990,0.514
"4","4085700",Queens,E,"085700","857",QN22,Flushing,"4103",1425026.4314999999478459358215332031250,5338.4362407099997653858736157417297,132390.820,0.570
"4","4016300",Queens,E,"016300","163",QN70,Astoria,"4101",2348739.4731700001284480094909667968750,7722.7083707900001172674819827079773,218207.553,0.657
"1","1025500",Manhattan,I,"025500","255",MN36,Washington Heights South,"3801",4756106.1418399997055530548095703125000,10770.8166345000008732313290238380432,441862.989,0.347
"2","2034300",Bronx,I,"034300","343",BX22,North Riverdale-Fieldston-Riverdale,"3701",1318002.9406200000084936618804931640625,5043.3978918000002522603608667850494,122448.087,0.908
"4","4012301",Queens,I,"012301","123.01",QN72,Steinway,"4101",6366924.6041400004178285598754882812500,12016.3371609999994689133018255233765,591514.059,0.953
"4","4013500",Queens,I,"013500","135",QN72,Steinway,"4101",1461831.6975799999199807643890380859375,5739.0105359600001975195482373237610,135810.277,0.893
"4","4042700",Queens,E,"042700","427",QN25,Corona,"4107",1838967.7705300000961869955062866210938,6817.9428440600004250882193446159363,170847.535,0.868
"4","4026000",Queens,E,"026000","260",QN01,South Jamaica,"4112",1920918.6145800000522285699844360351562,7810.5451080700004240497946739196777,178464.651,0.373
"4","4026200",Queens,E,"026200","262",QN01,South Jamaica,"4112",1540114.9887699999380856752395629882812,6196.4375223899996854015626013278961,143078.021,0.337
"3","3039800",Brooklyn,E,"039800","398",BK26,Gravesend,"4018",2184133.6037400001659989356994628906250,7062.9371689700001297751441597938538,202911.545,1.000
"2","2025600",Bronx,E,"025600","256",BX37,Van Nest-Morris Park-Westchester Square,"3704",2037862.7009000000543892383575439453125,7096.2416837000000668922439217567444,189326.326,0.955
"3","3019100",Brooklyn,I,"019100","191",BK69,Clinton Hill,"4004",2721477.6506199999712407588958740234375,7816.2156829599998673074878752231598,252837.731,1.000
"1","1013800",Manhattan,I,"013800","138",MN32,Yorkville,"3805",1959555.6272899999748915433883666992188,5600.5315823000000818865373730659485,182050.948,1.000
"2","2021501",Bronx,E,"021501","215.01",BX36,University Heights-Morris Heights,"3707",986700.7253979999804869294166564941406,5029.1998430399999051587656140327454,91668.799,1.000
"4","4018300",Queens,E,"018300","183",QN31,Hunters Point-Sunnyside-West Maspeth,"4109",2314483.8256600000895559787750244140625,7452.5716430200000104377977550029755,215024.921,0.537
"4","4025302",Queens,E,"025302","253.02",QN31,Hunters Point-Sunnyside-West Maspeth,"4109",1100605.1067800000309944152832031250000,4320.6009896899995510466396808624268,102250.665,0.996
"4","4025301",Queens,E,"025301","253.01",QN31,Hunters Point-Sunnyside-West Maspeth,"4109",1370376.3060900000855326652526855468750,4718.3034707500000877189449965953827,127313.503,0.764
"2","2014400",Bronx,E,"014400","144",BX52,Schuylerville-Throgs Neck-Edgewater Park,"3703",4208791.5134800001978874206542968750000,10082.9731647999997221631929278373718,391014.980,0.515
"3","3028900",Brooklyn,E,"028900","289",BK35,Stuyvesant Heights,"4003",1784157.4599899998866021633148193359375,6580.1163062400000853813253343105316,165754.768,0.512
"2","2026601",Bronx,E,"026601","266.01",BX10,Pelham Bay-Country Club-City Island,"3703",1832956.4536800000350922346115112304688,6495.3731525699995472677983343601227,170289.644,0.821
"2","2026602",Bronx,E,"026602","266.02",BX10,Pelham Bay-Country Club-City Island,"3703",3269676.6626800000667572021484375000000,8114.2835939400001734611578285694122,303767.213,0.875
"4","4010000",Queens,E,"010000","100",QN55,South Ozone Park,"4113",2403901.8569100000895559787750244140625,7603.4448121499999615480192005634308,223331.029,0.325
"3","3030600",Brooklyn,I,"030600","306",BK26,Gravesend,"4018",2084709.6614300000946968793869018554688,6092.7635465399998793145641684532166,193674.679,0.048
"3","3053500",Brooklyn,E,"053500","535",BK72,Williamsburg,"4001",1406193.1458199999760836362838745117188,5212.9876363800003673532046377658844,130640.652,1.000
"3","3030300",Brooklyn,E,"030300","303",BK79,Ocean Hill,"4007",2690239.4580100001767277717590332031250,6898.5604511999999886029399931430817,249932.654,0.698
"3","3079602",Brooklyn,E,"079602","796.02",BK60,Prospect Lefferts Gardens-Wingate,"4011",1453524.8416800000704824924468994140625,5043.9679552899997361237183213233948,135037.200,1.000
"3","3082000",Brooklyn,E,"082000","820",BK60,Prospect Lefferts Gardens-Wingate,"4011",1599913.5051800000946968793869018554688,5582.4193060699999477947130799293518,148637.196,1.000
"3","3082200",Brooklyn,E,"082200","822",BK60,Prospect Lefferts Gardens-Wingate,"4011",1827422.9665999999269843101501464843750,5792.8444353400000181864015758037567,169773.565,0.975
"3","3019300",Brooklyn,E,"019300","193",BK69,Clinton Hill,"4004",2903179.0563500002026557922363281250000,6981.6500160600007802713662385940552,269715.928,1.000
"3","3023300",Brooklyn,E,"023300","233",BK75,Bedford,"4003",1849442.0380299999378621578216552734375,5438.7904441800001222873106598854065,171819.873,0.994
"4","4018101",Queens,E,"018101","181.01",QN31,Hunters Point-Sunnyside-West Maspeth,"4109",1035687.6464799999957904219627380371094,5028.9383276700000351411290466785431,96219.572,1.000
"4","4018102",Queens,E,"018102","181.02",QN31,Hunters Point-Sunnyside-West Maspeth,"4109",1038481.1418500000145286321640014648438,5031.3129584400003295741043984889984,96479.097,0.800
"4","4115500",Queens,I,"115500","1155",QN51,Murray Hill,"4103",2013039.7111800001002848148345947265625,7465.3578564500003267312422394752502,187019.780,0.384
"3","3054600",Brooklyn,E,"054600","546",BK43,Midwood,"4015",1942537.8762999998871237039566040039062,6699.3146074300002510426566004753113,180467.166,0.611
"3","3054800",Brooklyn,E,"054800","548",BK44,Madison,"4016",1864436.3190999999642372131347656250000,7900.2837508700004036654718220233917,173211.216,0.322
"3","3082600",Brooklyn,E,"082600","826",BK95,Erasmus,"4010",2142838.8128599999472498893737792968750,5883.0292872399995758314616978168488,199076.530,0.992
"3","3087600",Brooklyn,E,"087600","876",BK60,Prospect Lefferts Gardens-Wingate,"4011",1530933.2476900001056492328643798828125,5395.1033354199998939293436706066132,142228.824,0.563
"3","3022400",Brooklyn,E,"022400","224",BK88,Borough Park,"4014",1890190.8449399999808520078659057617188,5835.7319860400002653477713465690613,175604.632,0.547
"3","3048600",Brooklyn,E,"048600","486",BK41,Kensington-Ocean Parkway,"4014",1888238.8051599999889731407165527343750,7156.6596907200000714510679244995117,175423.244,1.000
"3","3048800",Brooklyn,E,"048800","488",BK41,Kensington-Ocean Parkway,"4014",1542860.1862900000996887683868408203125,6228.7541644200000519049353897571564,143336.528,0.645
"3","3022600",Brooklyn,I,"022600","226",BK88,Borough Park,"4014",1680920.2346000000834465026855468750000,5954.0739934299999731592833995819092,156162.768,1.000
"3","3022800",Brooklyn,E,"022800","228",BK88,Borough Park,"4014",1801521.3705599999520927667617797851562,6040.5481802300000708783045411109924,167366.931,0.962
"3","3049600",Brooklyn,E,"049600","496",BK41,Kensington-Ocean Parkway,"4014",2184807.6931799999438226222991943359375,7240.5708544999997684499248862266541,202975.536,0.940
"3","3049800",Brooklyn,I,"049800","498",BK41,Kensington-Ocean Parkway,"4014",2199771.9585699997842311859130859375000,7162.9163039100003516068682074546814,204365.809,0.524
"3","3050000",Brooklyn,I,"050000","500",BK40,Windsor Terrace,"4012",2138350.5868400000035762786865234375000,6705.4945417999997516744770109653473,198659.638,1.000
"3","3013800",Brooklyn,E,"013800","138",BK31,Bay Ridge,"4013",1749764.9774100000504404306411743164062,6620.9288729399995645508170127868652,162558.282,0.165
"3","3014800",Brooklyn,I,"014800","148",BK30,Dyker Heights,"4013",1437563.9316700000781565904617309570312,5247.7306006700000580167397856712341,133553.751,0.430
"3","3040000",Brooklyn,E,"040000","400",BK29,Bensonhurst East,"4017",2058373.0457500000484287738800048828125,6639.7635391200001322431489825248718,191228.140,0.978
"3","3041000",Brooklyn,E,"041000","410",BK29,Bensonhurst East,"4017",1537209.7617299999110400676727294921875,5990.2651681200004532001912593841553,142810.802,0.616
"3","3009200",Brooklyn,E,"009200","92",BK34,Sunset Park East,"4012",1218874.0784799999091774225234985351562,4679.9454086699997787945903837680817,113237.276,0.349
"4","4042400",Queens,I,"042400","424",QN08,St. Albans,"4112",5544421.0346200000494718551635742187500,10747.3992892000005667796358466148376,515097.145,0.501
"2","2036700",Bronx,E,"036700","367",BX17,East Tremont,"3705",1005438.1635800000512972474098205566406,4543.8193739300004381220787763595581,93409.586,0.982
"3","3051002",Brooklyn,E,"051002","510.02",BK42,Flatbush,"4015",1152098.9021300000604242086410522460938,4483.6096180200001981575042009353638,107033.695,0.967
